"","Genotype","Sample","Cytokine","Treatment","Concentration","Avg.Cupri.Neg.All","PureFoldChange","log2transform"
"172","XYO",211,"IL2","Cuprizone",22.56,14.26333333,1.58167796251032,0.661455889833618
"173","XYO",184,"IL2","Cuprizone",10.04,14.26333333,0.703902781188105,-0.506551908614404
"180","XXT",207,"IL2","Cuprizone",4.28,14.26333333,0.300070109908874,-1.73662847616403
"181","XXT",205,"IL2","Cuprizone",4.28,14.26333333,0.300070109908874,-1.73662847616403
"182","XXT",208,"IL2","Cuprizone",12.79,14.26333333,0.896704837788433,-0.157294913683539
"183","XXT",182,"IL2","Cuprizone",12.38,14.26333333,0.867959803895293,-0.204299863350911
"184","XXT",188,"IL2","Cuprizone",13.19,14.26333333,0.924748773293935,-0.112866613313631
"185","XXT",187,"IL2","Cuprizone",4.28,14.26333333,0.300070109908874,-1.73662847616403
"190","XYT",213,"IL2","Cuprizone",12.79,14.26333333,0.896704837788433,-0.157294913683539
"191","XYT",36,"IL2","Cuprizone",11.75,14.26333333,0.823790605474127,-0.279650421112814
"192","XYT",39,"IL2","Cuprizone",12.38,14.26333333,0.867959803895293,-0.204299863350911
"193","XYT",220,"IL2","Cuprizone",4.28,14.26333333,0.300070109908874,-1.73662847616403
"194","XYT",206,"IL2","Cuprizone",4.28,14.26333333,0.300070109908874,-1.73662847616403
"195","XYT",174,"IL2","Cuprizone",10.91,14.26333333,0.764898340912573,-0.386660076241569
"204","XXO",189,"IL6","Cuprizone",4.7,3.553809524,1.32252445390205,0.403294398480737
"205","XXO",190,"IL6","Cuprizone",3.34,3.553809524,0.939836526815498,-0.0895182556102104
"206","XXO",193,"IL6","Cuprizone",3.02,3.553809524,0.849792308677487,-0.234817808759184
"207","XXO",164,"IL6","Cuprizone",3.02,3.553809524,0.849792308677487,-0.234817808759184
"211","XYO",211,"IL6","Cuprizone",5.43,3.553809524,1.52793782652939,0.611585839720099
"212","XYO",184,"IL6","Cuprizone",2.41,3.553809524,0.678145517851902,-0.560333211854301
"219","XXT",207,"IL6","Cuprizone",2.41,3.553809524,0.678145517851902,-0.560333211854301
"220","XXT",205,"IL6","Cuprizone",2.41,3.553809524,0.678145517851902,-0.560333211854301
"221","XXT",208,"IL6","Cuprizone",3.5,3.553809524,0.984858635884504,-0.0220114362519338
"222","XXT",182,"IL6","Cuprizone",2.41,3.553809524,0.678145517851902,-0.560333211854301
"223","XXT",188,"IL6","Cuprizone",4.35,3.553809524,1.2240385903136,0.291649042651828
"224","XXT",187,"IL6","Cuprizone",2.41,3.553809524,0.678145517851902,-0.560333211854301
"229","XYT",213,"IL6","Cuprizone",5.06,3.553809524,1.42382419930731,0.509771026610047
"230","XYT",36,"IL6","Cuprizone",2.41,3.553809524,0.678145517851902,-0.560333211854301
"231","XYT",39,"IL6","Cuprizone",2.42,3.553809524,0.680959399668714,-0.554359310809668
"232","XYT",220,"IL6","Cuprizone",2.41,3.553809524,0.678145517851902,-0.560333211854301
"233","XYT",206,"IL6","Cuprizone",2.41,3.553809524,0.678145517851902,-0.560333211854301
"234","XYT",174,"IL6","Cuprizone",2.41,3.553809524,0.678145517851902,-0.560333211854301
"243","XXO",189,"IL7","Cuprizone",3.85,4.423333333,0.870384325611935,-0.200275518958055
"244","XXO",190,"IL7","Cuprizone",2.87,4.423333333,0.648831951819806,-0.624083227864631
"245","XXO",193,"IL7","Cuprizone",2.87,4.423333333,0.648831951819806,-0.624083227864631
"246","XXO",164,"IL7","Cuprizone",2.07,4.423333333,0.46797287117317,-1.09550319704099
"250","XYO",211,"IL7","Cuprizone",13.32,4.423333333,3.01130369276649,1.59038821253094
"251","XYO",184,"IL7","Cuprizone",2.07,4.423333333,0.46797287117317,-1.09550319704099
"258","XXT",207,"IL7","Cuprizone",2.07,4.423333333,0.46797287117317,-1.09550319704099
"259","XXT",205,"IL7","Cuprizone",2.07,4.423333333,0.46797287117317,-1.09550319704099
"260","XXT",208,"IL7","Cuprizone",2.56,4.423333333,0.578749058069235,-0.788990154540319
"261","XXT",182,"IL7","Cuprizone",2.07,4.423333333,0.46797287117317,-1.09550319704099
"262","XXT",188,"IL7","Cuprizone",4.19,4.423333333,0.947249434886756,-0.078183720840967
