X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color,Unique_M_GDQvsSaline
Trp53bp2,830.687323,0.253986779,0.081178205,3.134809583,0.001719657,0.073653482,red,Trp53bp2
Gm26512,69.51554521,0.253712957,0.101244875,2.492473424,0.012685682,0.17058608,red,Gm26512
Gxylt2,38.83555415,0.253457303,0.103323203,2.410303282,0.015939264,0.185937063,red,Gxylt2
Oas2,16.46963199,0.253220349,0.090078843,2.907645849,0.003641605,0.104211579,red,Oas2
Spsb2,62.88913658,0.253132238,0.10272411,2.467039386,0.013623537,0.176285475,red,Spsb2
Atp10a,223.2314509,0.252750449,0.097022037,2.638048039,0.008338477,0.14115173,red,Atp10a
Mxra8,165.8386962,0.252479437,0.096415815,2.607102196,0.00913121,0.14653263,red,Mxra8
Cd274,61.53441065,0.25244016,0.101095148,2.481263365,0.01309176,0.172765642,red,Cd274
Tead4,11.88192484,0.252267379,0.097125086,2.596220692,0.00942555,0.148289985,red,Tead4
Slc16a11,296.8328389,0.251832365,0.09127092,2.764423769,0.005702343,0.120917149,red,Slc16a11
Bmp4,55.6799451,0.251694326,0.091410159,2.859361963,0.004244941,0.10937639,red,Bmp4
Cyba,238.3974372,0.251567355,0.077999262,3.219511384,0.001284093,0.064054692,red,Cyba
Hcar1,24.13202329,0.251466744,0.09145176,2.682564073,0.007306015,0.134782717,red,Hcar1
Ltbp3,629.8211936,0.251378236,0.102879512,2.437881701,0.014773608,0.180626899,red,Ltbp3
Gm20632,66.15526484,0.251344732,0.096099411,2.60473272,0.009194596,0.146909923,red,Gm20632
Sdhaf1,98.10665652,0.25118263,0.090120192,2.774994013,0.005520272,0.11944579,red,Sdhaf1
Zfp560,185.1271121,0.251163991,0.072989986,3.427520292,0.000609121,0.046553033,red,Zfp560
Kcne4,27.73124819,0.251030123,0.096989863,2.698705801,0.006960968,0.132242523,red,Kcne4
Bmp6,390.9710232,0.25083625,0.103460678,2.44211221,0.014601607,0.180488821,red,Bmp6
Sparc,10935.84684,0.249625282,0.081577837,3.060642272,0.002208628,0.083822213,red,Sparc
Ogn,203.3004083,0.249100112,0.101054008,2.442620133,0.014581076,0.180486853,red,Ogn
Irx2,7.943183049,0.24909598,0.070988092,3.664841513,0.000247492,NA,red,Irx2
Rps27l,471.3495115,0.248885525,0.096963439,2.56266656,0.010387175,0.155630149,red,Rps27l
Cgn,68.29278437,0.24888336,0.102979226,2.448582147,0.014341972,0.179662856,red,Cgn
Hrh1,136.5574587,0.248805202,0.09301415,2.675720551,0.007456879,0.135632166,red,Hrh1
Ccdc141,405.9083997,0.248538541,0.092896869,2.666948069,0.00765435,0.136249062,red,Ccdc141
Cnmd,36.56362287,0.248515898,0.104197968,2.388266522,0.016928061,0.18864586,red,Cnmd
Clec14a,81.4509902,0.248415734,0.099997156,2.446852795,0.014410968,0.180041067,red,Clec14a
Emilin1,51.61390089,0.248322906,0.103426923,2.357050187,0.018420757,0.196232886,red,Emilin1
Arhgef5,104.4873031,0.24832248,0.102877642,2.438951362,0.014729951,0.180609243,red,Arhgef5
Ccnd3,488.5943487,0.248282741,0.097000104,2.563559282,0.010360501,0.155410403,red,Ccnd3
Sfrp5,46.35739074,0.248194975,0.082952189,3.564449573,0.000364621,0.034321711,red,Sfrp5
Ppp1r3b,76.81165966,0.247747096,0.093300425,2.684355324,0.007266983,0.134528,red,Ppp1r3b
Emp3,37.38931931,0.247609966,0.104142561,2.424738638,0.015319411,0.183418794,red,Emp3
Pipox,27.85007972,0.24751501,0.104014031,2.383605982,0.017143947,0.189037263,red,Pipox
Chrm2,85.5653441,0.247448329,0.097733163,2.525418971,0.011556043,0.161658461,red,Chrm2
Heyl,81.11353778,0.24732162,0.102580045,2.384191816,0.017116678,0.189037263,red,Heyl
Gm48583,84.72588013,0.247241491,0.095345387,2.554934002,0.010620793,0.156660264,red,Gm48583
Gm29054,11.61583084,0.246972021,0.099280897,2.476077204,0.013283485,0.173717539,red,Gm29054
Rbms1,249.5970588,0.246805798,0.093002638,2.646756859,0.008126776,0.139241456,red,Rbms1
Gstk1,251.9224433,0.246517878,0.079911127,3.083480473,0.002045945,0.080205872,red,Gstk1
Gjb2,185.2819346,0.246025796,0.102749937,2.285996953,0.022254437,0.211418215,red,Gjb2
Fam213a,4513.465579,0.245996417,0.065333576,3.764784565,0.000166693,0.024150154,red,Fam213a
Tgds,81.7647062,0.245797108,0.096933163,2.52371199,0.011612302,0.162168327,red,Tgds
Enho,1361.03773,0.245740878,0.080030919,3.071797736,0.002127738,0.081682606,red,Enho
Ranbp3l,226.7974614,0.245676298,0.104235716,2.272377324,0.02306373,0.215033468,red,Ranbp3l
Shc1,203.5530331,0.245543354,0.085604764,2.864141552,0.004181411,0.10937639,red,Shc1
Fkbp7,60.41300066,0.245397501,0.099547461,2.451070427,0.014243208,0.178829007,red,Fkbp7
Gm10676,11.91872539,0.245390452,0.096230527,2.68978493,0.007149808,0.133846015,red,Gm10676
Fgfbp1,13.45260254,0.245286852,0.084741091,2.858859585,0.004251669,0.10937639,red,Fgfbp1
Sfxn5,5269.858578,0.245104046,0.075402053,3.247835406,0.001162865,0.060135819,red,Sfxn5
Galm,103.2415477,0.244537102,0.104188533,2.354244722,0.018560387,0.197215952,red,Galm
Zadh2,552.3147972,0.244498456,0.071664041,3.412449442,0.000643819,0.047547733,red,Zadh2
Snhg1,187.8931649,0.244403256,0.077638155,3.139550229,0.001692074,0.073533731,red,Snhg1
Pthlh,22.79828797,0.244364464,0.103116167,2.345500751,0.01900154,0.199509358,red,Pthlh
Paox,111.8635853,0.244251456,0.086976971,2.81528331,0.004873425,0.114203014,red,Paox
Gm14322,103.9781668,0.243876482,0.103785959,2.277614588,0.022749551,0.213416858,red,Gm14322
Id3,878.3550536,0.243675478,0.080410236,3.028951375,0.002454042,0.087330437,red,Id3
Gm32618,57.35804712,0.243023922,0.100230055,2.383710537,0.017139078,0.189037263,red,Gm32618
Myd88,81.41615315,0.242924324,0.095216628,2.561126165,0.010433346,0.155761628,red,Myd88
Foxc1,148.0187972,0.242842126,0.102658668,2.343433953,0.019107145,0.199822995,red,Foxc1
Immp1l,462.0915907,0.242659313,0.090487572,2.683342517,0.00728903,0.134782717,red,Immp1l
9930111J21Rik1,14.35550443,0.242487422,0.099455547,2.311962062,0.020779774,0.206190704,red,9930111J21Rik1
Il10rb,106.804959,0.242281647,0.081940244,2.927948086,0.00341207,0.102061939,red,Il10rb
S100a13,458.6918275,0.24223362,0.083742812,2.895837837,0.003781478,0.104861,red,S100a13
Papss2,597.3348151,0.24202596,0.092484301,2.62167246,0.008749948,0.143770101,red,Papss2
Gm44117,6.778848773,0.241973501,0.082905046,3.023959932,0.002494895,NA,red,Gm44117
Pidd1,30.66153444,0.241586462,0.103507113,2.304487807,0.021195276,0.207431268,red,Pidd1
Endou,34.91282657,0.241032007,0.103900776,2.384501695,0.017102269,0.189037263,red,Endou
Baiap3,185.9780078,0.240364747,0.103066277,2.334908628,0.019548195,0.201801681,red,Baiap3
Slc25a13,71.22663493,0.240204327,0.104226166,2.347202057,0.018914994,0.199023593,red,Slc25a13
H2-Q6,59.11299872,0.239925906,0.090392156,2.645746595,0.008151085,0.139370216,red,H2-Q6
Abi3bp,25.73178622,0.239619378,0.101780463,2.343363156,0.019110771,0.199822995,red,Abi3bp
Hfe,188.4098163,0.239492094,0.09767409,2.446570919,0.014422242,0.180041067,red,Hfe
Vav1,76.59519021,0.239364574,0.092507615,2.616404845,0.008886113,0.144824036,red,Vav1
Gm20501,74.85354199,0.239160481,0.104228367,2.294002671,0.021790345,0.209370786,red,Gm20501
Gmfg,31.13667018,0.23887965,0.103608975,2.280626773,0.022570542,0.21305824,red,Gmfg
Nkpd1,22.84556679,0.23875932,0.102787739,2.307332801,0.021036274,0.20738254,red,Nkpd1
1810010K12Rik,17.61226061,0.238399502,0.101961825,2.311937878,0.020781107,0.206190704,red,1810010K12Rik
Mospd1,297.3100204,0.23816704,0.098305352,2.419140264,0.01555724,0.184336367,red,Mospd1
Clic3,35.87031294,0.236857617,0.101746477,2.343254273,0.01911635,0.199822995,red,Clic3
Svil,197.8305038,0.236776651,0.088353755,2.688824233,0.007170416,0.134081152,red,Svil
Ccdc17,39.4871056,0.236666789,0.104071049,2.246806115,0.024652421,0.220824722,red,Ccdc17
Bicc1,136.1794294,0.236454086,0.095413939,2.45735292,0.013996511,0.176961615,red,Bicc1
A4galt,33.94504122,0.23617814,0.104161878,2.259284326,0.023865704,0.218193765,red,A4galt
Fbln1,346.5472001,0.236140849,0.100709043,2.348001295,0.018874456,0.199023593,red,Fbln1
Vcam1,679.8310593,0.236094146,0.08697493,2.70968964,0.006734619,0.130168785,red,Vcam1
Klhdc8a,180.8012774,0.23566556,0.099639817,2.358552746,0.018346352,0.195941395,red,Klhdc8a
Tmem47,3680.195137,0.235423466,0.071162488,3.306582697,0.000944415,0.056496005,red,Tmem47
Lipo3,143.6535993,0.235382265,0.091088731,2.579599581,0.009891494,0.152050842,red,Lipo3
Capn2,1345.247047,0.235329251,0.060448233,3.892651074,9.92E-05,0.018596675,red,Capn2
Slc22a6,104.812494,0.235090632,0.086465709,2.580169329,0.009875188,0.152050842,red,Slc22a6
Cchcr1,63.16878115,0.23481982,0.096992097,2.407950882,0.016042339,0.186258825,red,Cchcr1
Rcsd1,92.29868901,0.234695178,0.093816219,2.52740198,0.01149099,0.161362598,red,Rcsd1
Fgf2,213.4300688,0.234622441,0.100102231,2.346710287,0.018939975,0.199090805,red,Fgf2
Rmst,35.59823747,0.234573441,0.10421646,2.294358792,0.021769898,0.209370786,red,Rmst
Slc31a1,565.5758398,0.234534026,0.103444201,2.312495312,0.020750403,0.206190704,red,Slc31a1
S100a10,465.4631156,0.234450726,0.084129445,2.785143728,0.0053504,0.118783764,red,S100a10
Lum,79.94006165,0.234379588,0.104226878,2.253687422,0.024215839,0.219033711,red,Lum
Lsp1,69.2506419,0.234083993,0.094828206,2.467479329,0.013606808,0.176285475,red,Lsp1
B130024G19Rik,9.86143892,0.23392019,0.096615679,2.252960713,0.024261626,0.219209845,red,B130024G19Rik
Pard6g,103.8496864,0.233698357,0.095195789,2.453701721,0.014139421,0.178039547,red,Pard6g
Ifit2,187.2049639,0.23368353,0.081081298,2.882468761,0.003945723,0.106636457,red,Ifit2
BC022960,36.2279613,0.233661569,0.103092847,2.29190088,0.021911363,0.209980316,red,BC022960
Gm44386,12.49390272,0.233661535,0.096142995,2.473414633,0.013382877,0.174606201,red,Gm44386
Lrrn4cl,14.49949141,0.233596356,0.093383597,2.414801701,0.015743778,0.184723304,red,Lrrn4cl
Tas1r3,17.28501004,0.233541124,0.102599686,2.227804314,0.025893567,0.225045759,red,Tas1r3
Acaa2,777.9722487,0.233376314,0.10247156,2.279530455,0.022635552,0.213252569,red,Acaa2
Frmd3,38.1765669,0.233180668,0.102261712,2.305189927,0.021155939,0.207431268,red,Frmd3
Mrps6,319.6776185,0.232973902,0.0905384,2.579618133,0.009890962,0.152050842,red,Mrps6
Cyp2j9,749.4030565,0.232622812,0.090726665,2.55936588,0.010486331,0.155889779,red,Cyp2j9
Uaca,204.9370002,0.232531439,0.100288545,2.295035268,0.021731103,0.209370786,red,Uaca
Nqo1,172.1107009,0.23226236,0.10074371,2.28857068,0.022104309,0.210547661,red,Nqo1
Whrn,845.838418,0.232214639,0.10363396,2.235946713,0.025355262,0.223870704,red,Whrn
Gm7008,16.16745456,0.232147088,0.101795303,2.265450079,0.023485074,0.216898459,red,Gm7008
Cyp2s1,48.01582978,0.232106856,0.10402759,2.200253412,0.027788921,0.233952101,red,Cyp2s1
Ctxn3,88.96799088,0.232100736,0.088560052,2.727905603,0.006373784,0.126270658,red,Ctxn3
Colq,5.424203155,0.232062024,0.075966063,3.055766413,0.002244861,NA,red,Colq
Itk,6.425988766,0.232011654,0.086069242,2.359116081,0.018318525,NA,red,Itk
Ctdsp1,817.1016513,0.231991329,0.073769572,3.143304314,0.001670521,0.073533731,red,Ctdsp1
Galnt4,97.0665367,0.231899137,0.093610028,2.475383832,0.013309305,0.173918693,red,Galnt4
Slc25a34,278.7947543,0.231878629,0.099831836,2.332569963,0.019670727,0.201930981,red,Slc25a34
Selenop,6475.932364,0.231745115,0.076300882,3.039429239,0.002370269,0.08611907,red,Selenop
Gm49417,35.82270632,0.231600835,0.103199635,2.190615945,0.028479596,0.236342967,red,Gm49417
Mbd2,765.5081309,0.231437081,0.048701445,4.749885218,2.04E-06,0.001690765,red,Mbd2
Ebf1,54.66281893,0.231041894,0.104225921,2.216738146,0.02664099,0.228443408,red,Ebf1
Gng5,597.3525688,0.230656912,0.085637439,2.697609443,0.006983932,0.13242599,red,Gng5
Tent5a,104.0579266,0.230560061,0.101591947,2.278948128,0.022670149,0.213253886,red,Tent5a
Exoc3l4,36.73105668,0.230431102,0.104113524,2.191015704,0.028450656,0.236342967,red,Exoc3l4
Lrriq3,12.80651486,0.230308973,0.097220615,2.466022297,0.013662283,0.176432031,red,Lrriq3
Tlr3,291.4476611,0.230039694,0.079037004,2.895225078,0.003788868,0.104861,red,Tlr3
Gpr179,13.01418406,0.230032979,0.090066453,2.357420769,0.018402382,0.196162562,red,Gpr179
Tns1,1172.788409,0.230010421,0.101930924,2.25608607,0.024065241,0.2185019,red,Tns1
Spo11,8.058911869,0.229807303,0.079177305,2.577682794,0.009946526,NA,red,Spo11
Sytl1,21.46929469,0.229744807,0.10211087,2.273995973,0.022966229,0.214364333,red,Sytl1
Itih2,66.69624101,0.229149131,0.090506971,2.406356562,0.01611253,0.186523052,red,Itih2
Crispld2,61.37902577,0.229067266,0.104032383,2.260353625,0.023799312,0.218193765,red,Crispld2
Pmaip1,27.46507638,0.228950486,0.103978155,2.250429923,0.024421667,0.219821393,red,Pmaip1
Dmpk,369.8235263,0.228696491,0.103863865,2.208954301,0.02717782,0.230437483,red,Dmpk
1700017M07Rik,6.312465515,0.228663922,0.085936945,2.695182327,0.007035012,NA,red,1700017M07Rik
Ubap1l,21.28855969,0.228281765,0.102332375,2.333597547,0.019616805,0.201801681,red,Ubap1l
Ptgdr,14.45694912,0.228249104,0.080491091,2.732291181,0.006289553,0.125993058,red,Ptgdr
Luzp2,4162.2565,0.228228766,0.076160122,2.993960627,0.002753815,0.092131141,red,Luzp2
Mettl27,113.4570696,0.227841252,0.087795399,2.589755464,0.009604413,0.149830642,red,Mettl27
Thbs4,315.8469138,0.227831347,0.104189384,2.268290472,0.023311508,0.216134134,red,Thbs4
Stxbp2,484.7932418,0.227817595,0.083166704,2.739420045,0.006154768,0.125157251,red,Stxbp2
Fam178b,2.794256294,0.227803916,0.064898627,3.216857691,0.001296029,NA,red,Fam178b
Tkfc,142.7355565,0.227609573,0.077225155,2.939325494,0.003289274,0.100371063,red,Tkfc
Trim12c,121.0397541,0.227591811,0.097632315,2.314655469,0.020631795,0.205738477,red,Trim12c
Slc4a2,1005.655612,0.227586673,0.103603554,2.232627671,0.025573508,0.22467503,red,Slc4a2
Lepr,83.37442732,0.227465879,0.089413461,2.556276086,0.010579914,0.156270393,red,Lepr
Erg,141.9521217,0.227400737,0.088021171,2.571978954,0.010111904,0.153857927,red,Erg
Sugct,142.5546817,0.227323265,0.086519053,2.608611731,0.009091033,0.14653263,red,Sugct
Rasgrp2,238.1649196,0.227284291,0.084336641,2.695629106,0.007025585,0.132785278,red,Rasgrp2
Tmsb15b1,27.04834312,0.226797016,0.103885948,2.15198482,0.03139855,0.247929498,red,Tmsb15b1
4933439C10Rik,172.5207457,0.22670774,0.085778721,2.636521693,0.008376084,0.14133868,red,4933439C10Rik
Epcam,14.56557123,0.226437046,0.099204894,2.391968671,0.016758273,0.188448386,red,Epcam
Clec2d,106.154191,0.226288462,0.097351817,2.326429675,0.01999564,0.203262574,red,Clec2d
C1ra,24.28443747,0.226024213,0.10365621,2.242437705,0.024933097,0.222620757,red,C1ra
Ebf3,37.34256543,0.22595021,0.099642747,2.333978783,0.019596833,0.201801681,red,Ebf3
Thap6,58.0477767,0.225884105,0.098520511,2.275410206,0.022881334,0.213811498,red,Thap6
Slc38a3,1524.155274,0.225838879,0.083815478,2.686748905,0.007215117,0.134164132,red,Slc38a3
Nostrin,52.29955529,0.22578375,0.102901247,2.269439414,0.023241618,0.215740676,red,Nostrin
Tnfsf10,55.27979836,0.225670066,0.104088065,2.128909684,0.033261733,0.255602388,red,Tnfsf10
Gpr149,13.52114566,0.225640749,0.099095706,2.349215864,0.018812997,0.198597701,red,Gpr149
Dennd1c,32.38234857,0.225584955,0.104183163,2.142021818,0.032191726,0.251451643,red,Dennd1c
Hcst,6.227983659,0.225292479,0.082043116,2.837682928,0.00454423,NA,red,Hcst
Tspan11,41.14032624,0.22529096,0.08256152,3.054881577,0.002251494,0.084522018,red,Tspan11
Casp8,59.5527478,0.225163533,0.100314175,2.229373429,0.025789069,0.224908233,red,Casp8
Eaf2,19.48270211,0.224985297,0.103618482,2.126334658,0.033475404,0.256311448,red,Eaf2
Zfyve16,265.5680357,0.224977492,0.079938434,2.816561019,0.004854082,0.114067507,red,Zfyve16
Tead2,51.47851922,0.22479576,0.104121776,2.172251692,0.029836684,0.24003331,red,Tead2
Six2,10.60214014,0.224728193,0.078462527,3.006507925,0.002642672,0.090782582,red,Six2
Nat2,28.45857879,0.22472367,0.102548975,2.164884211,0.030396554,0.242242289,red,Nat2
S100a11,70.74780363,0.224655543,0.103711992,2.173068249,0.029775181,0.239823194,red,S100a11
Gm10221,715.4456205,0.224536512,0.073802004,3.040500568,0.002361852,0.08611907,red,Gm10221
D130020L05Rik,58.60988499,0.224518951,0.099817589,2.23437665,0.025458301,0.224186442,red,D130020L05Rik
Steap2,366.8230593,0.224302415,0.096336426,2.38778977,0.016950035,0.18864586,red,Steap2
Gm5425,26.07560828,0.224299675,0.1042058,2.145193814,0.031937354,0.250639781,red,Gm5425
Cux2,543.2911083,0.224279092,0.091708007,2.439850925,0.014693324,0.180609243,red,Cux2
Gm19605,31.11710882,0.224268283,0.10419665,2.139577302,0.032388943,0.252232668,red,Gm19605
Adamts10,288.7774313,0.223799409,0.0938076,2.391093605,0.016798269,0.188448386,red,Adamts10
Syde1,211.2232725,0.223776609,0.088015708,2.540337284,0.011074561,0.16002885,red,Syde1
Mtfr1,214.315882,0.223735428,0.095749891,2.33818056,0.019377884,0.201658287,red,Mtfr1
Wnt10b,12.06606294,0.223597381,0.092832397,2.408019588,0.01603932,0.186258825,red,Wnt10b
Gm13848,4.302476222,0.223558642,0.075834337,2.673048401,0.00751654,NA,red,Gm13848
Prkcq,237.4883603,0.223323136,0.097118088,2.30363402,0.021243196,0.207431268,red,Prkcq
Acss1,956.3591666,0.223289941,0.090510597,2.467522195,0.013605179,0.176285475,red,Acss1
Uxt,74.5516248,0.223237524,0.102023297,2.208188024,0.027231169,0.230537858,red,Uxt
Hic1,64.36580529,0.223217821,0.104188332,2.153442402,0.031283926,0.247141533,red,Hic1
Zfp521,258.2312072,0.22321025,0.092272643,2.422796094,0.015401569,0.18357491,red,Zfp521
Gbp11,12.55507955,0.223065271,0.094195037,2.21330281,0.026876776,0.229317023,red,Gbp11
Drd2,32.16931937,0.222912647,0.103888764,2.195723527,0.028111738,0.235125336,red,Drd2
Pde1c,174.7795363,0.222874554,0.092389214,2.412808374,0.01583014,0.185143354,red,Pde1c
Tspo,238.1188314,0.222655349,0.101803009,2.18231047,0.029086627,0.238143496,red,Tspo
B4galt1,155.9399813,0.222653541,0.091869154,2.434724679,0.014903124,0.181241574,red,B4galt1
Cd8a,2.693438823,0.222648776,0.064139907,3.000181169,0.002698191,NA,red,Cd8a
Gm8186,105.3589961,0.222596552,0.104195632,2.113901651,0.034523668,0.259429752,red,Gm8186
Marveld1,188.1737486,0.222592633,0.090917474,2.437443908,0.014791509,0.180675461,red,Marveld1
Adap2,58.10073326,0.222529764,0.099425788,2.237800588,0.025234062,0.223511275,red,Adap2
Tprkb,1968.018667,0.222410295,0.066796254,3.328385547,0.000873509,0.054047643,red,Tprkb
Dsn1,65.64313569,0.222327728,0.094385208,2.331179858,0.019743878,0.202179857,red,Dsn1
Piezo1,127.5124058,0.222211349,0.104185393,2.118836996,0.034104245,0.258164441,red,Piezo1
Tmem29,293.9356366,0.222072748,0.064337202,3.452525316,0.000555365,0.044067699,red,Tmem29
Bnc2,9.394860618,0.221996772,0.074798238,2.836950634,0.004554665,NA,red,Bnc2
Tmem8,268.923013,0.221836695,0.064003071,3.468748774,0.000522888,0.042657731,red,Tmem8
Snhg18,51.51563505,0.221815849,0.09940133,2.231126038,0.025672781,0.224768372,red,Snhg18
Col18a1,132.3198434,0.221801542,0.101069733,2.186031272,0.028813317,0.236949004,red,Col18a1
Gm10154,70.64134517,0.221759467,0.0986828,2.236635732,0.025310158,0.223614038,red,Gm10154
Gpx3,114.8519483,0.221737958,0.098052136,2.29418058,0.021780128,0.209370786,red,Gpx3
Dydc2,23.67511768,0.221723233,0.090360853,2.418654401,0.015578033,0.184336367,red,Dydc2
Tmem98,342.6585259,0.221702289,0.101079925,2.209410951,0.02714607,0.230285475,red,Tmem98
Tmem52,36.21955775,0.22163858,0.103120487,2.337550585,0.019410574,0.201746458,red,Tmem52
Zfp820,12.87092113,0.221620377,0.097794006,2.225607223,0.026040502,0.225499378,red,Zfp820
Grhl3,13.43546808,0.221446761,0.09585951,2.26450497,0.023543074,0.217193335,red,Grhl3
Ctso,1043.492278,0.221367396,0.061365917,3.606754588,0.000310051,0.033242461,red,Ctso
Slc22a21,27.44837927,0.221091925,0.104065853,2.037926808,0.041557253,0.278802329,red,Slc22a21
Gm14276,19.03828609,0.221071664,0.103422265,2.176779099,0.029497053,0.238712518,red,Gm14276
Fzd6,209.3035488,0.221070296,0.080568493,2.729695673,0.006339282,0.126187301,red,Fzd6
0610040B10Rik,44.63035499,0.220762117,0.103557133,2.085074187,0.037062567,0.266155153,red,0610040B10Rik
Cpt1a,867.2487083,0.220565091,0.080235027,2.744796539,0.006054842,0.124268431,red,Cpt1a
Tcea3,35.20707001,0.220439703,0.098126345,2.325406826,0.020050217,0.203276996,red,Tcea3
Atf5,448.2077182,0.22028251,0.083613022,2.640697413,0.008273558,0.140658921,red,Atf5
Xdh,159.8948603,0.220204171,0.102073881,2.229229956,0.025798608,0.224908233,red,Xdh
Col13a1,17.3065855,0.220184283,0.099910903,2.208416072,0.027215282,0.230520498,red,Col13a1
Tpmt,204.2681325,0.220069251,0.08145422,2.687096453,0.007207614,0.134164132,red,Tpmt
