X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color,Unique_M_GDQvsSaline
Mef2a,2043.239511,-0.196802333,0.064836518,-3.034742367,0.002407412,0.086833663,blue,Mef2a
Rpl30-ps10,169.6893847,-0.196946138,0.076434752,-2.453476662,0.014148272,0.178039547,blue,Rpl30-ps10
Gm47962,13.66514308,-0.196992583,0.097035569,-2.043071832,0.041045328,0.277313953,blue,Gm47962
Pcdhb13,74.89764337,-0.197424887,0.100518644,-1.962003828,0.049762039,0.300608582,blue,Pcdhb13
Pja2,5791.845391,-0.197430122,0.076865602,-2.568575947,0.010211733,0.15443414,blue,Pja2
Ppp3cb,4597.344982,-0.197519424,0.067635241,-2.920350552,0.003496378,0.103052558,blue,Ppp3cb
Ppp1r35,248.881008,-0.197519546,0.082919817,-2.386114534,0.017027447,0.18864586,blue,Ppp1r35
Dock9,2865.893831,-0.197662383,0.071038524,-2.781348904,0.005413352,0.119188778,blue,Dock9
Tigar,359.4975124,-0.19767917,0.083840515,-2.361935966,0.018179782,0.194912065,blue,Tigar
Cog4,534.8912179,-0.197939674,0.066851456,-2.961224125,0.003064189,0.096873715,blue,Cog4
Trim17,79.54344145,-0.198405243,0.096407259,-2.050640713,0.040301949,0.275080199,blue,Trim17
Hspa8,15647.86942,-0.198484303,0.071899864,-2.762142614,0.005742339,0.121284544,blue,Hspa8
Plrg1,468.8689628,-0.198489343,0.079187271,-2.508661179,0.012118967,0.165911583,blue,Plrg1
Yipf2,143.8014758,-0.198508125,0.0895731,-2.213692928,0.02684991,0.229290798,blue,Yipf2
Slc39a11,354.5816945,-0.198541073,0.069163691,-2.8702642,0.00410129,0.108485072,blue,Slc39a11
Lmbrd2,1276.067006,-0.19904496,0.081323504,-2.44607571,0.014442067,0.180041067,blue,Lmbrd2
Tspyl1,2005.452854,-0.199264747,0.076468149,-2.608000075,0.009107293,0.14653263,blue,Tspyl1
Hcfc2,512.1857397,-0.199276883,0.070917658,-2.810145994,0.004951903,0.114437196,blue,Hcfc2
Pfkl,2554.731217,-0.199433902,0.078255251,-2.550319355,0.010762428,0.157205122,blue,Pfkl
Gabrb3,4165.013134,-0.199559246,0.088361339,-2.257881967,0.023953019,0.218315784,blue,Gabrb3
Syt13,3376.002955,-0.199633522,0.072464718,-2.755295159,0.005863921,0.122751012,blue,Syt13
Mpp1,471.480274,-0.199771451,0.069820845,-2.861933856,0.004210648,0.10937639,blue,Mpp1
Pcdhb3,80.65121583,-0.199877087,0.099406261,-2.005515232,0.044907994,0.286622935,blue,Pcdhb3
Dpp6,3436.944572,-0.200090345,0.082949559,-2.412181959,0.015857365,0.185143354,blue,Dpp6
Sipa1l3,2491.791395,-0.200508876,0.086567973,-2.31513376,0.020605613,0.205698093,blue,Sipa1l3
Armh3,202.9362717,-0.200563327,0.078254769,-2.561438321,0.010423975,0.155761296,blue,Armh3
Gpr176,172.7465755,-0.200668157,0.079392479,-2.528603719,0.011451724,0.161362598,blue,Gpr176
Cdhr2,10.57243797,-0.200671065,0.092933406,-2.080416645,0.037487334,0.266608322,blue,Cdhr2
Slitrk6,13.85953632,-0.200691214,0.095890822,-2.064842001,0.038937952,0.2715493,blue,Slitrk6
App,15891.09894,-0.200783331,0.078602828,-2.554666581,0.010628956,0.156660264,blue,App
Sacs,792.8110953,-0.200791451,0.078692358,-2.551362877,0.010730254,0.157205122,blue,Sacs
Gucy1b1,1516.861322,-0.200833947,0.092155912,-2.181120924,0.029174474,0.238155759,blue,Gucy1b1
Il11ra2,7.400056474,-0.200885924,0.076643033,-2.629808467,0.008543299,NA,blue,Il11ra2
Macrod2,698.6824327,-0.201074542,0.075309426,-2.670016692,0.007584748,0.135639067,blue,Macrod2
Ccdc81,31.72107214,-0.201301703,0.096228762,-2.164812407,0.030402054,0.242242289,blue,Ccdc81
St8sia3,1043.318944,-0.201460771,0.078493855,-2.566633357,0.010269113,0.154976169,blue,St8sia3
Lpl,490.0401802,-0.201672288,0.094737602,-2.120681062,0.033948651,0.257802406,blue,Lpl
Pik3cd,372.9980603,-0.201727641,0.068627602,-2.941131809,0.003270153,0.100371063,blue,Pik3cd
Tbrg1,506.092988,-0.20178825,0.07768117,-2.597499505,0.009390526,0.148018492,blue,Tbrg1
Slc7a1,578.1397169,-0.201797328,0.069115394,-2.919276266,0.003508451,0.103052558,blue,Slc7a1
Rfx3,1061.900912,-0.201849267,0.079637089,-2.531941453,0.011343293,0.160985607,blue,Rfx3
Traip,211.369306,-0.201919417,0.093246845,-2.171074401,0.029925549,0.240284129,blue,Traip
Plcxd3,70.09421567,-0.201922562,0.091769791,-2.194456537,0.028202605,0.235592278,blue,Plcxd3
Rpn1,1670.167818,-0.201964242,0.070538399,-2.863162914,0.004194348,0.10937639,blue,Rpn1
Elmod1,2454.046679,-0.202008606,0.089753206,-2.252606253,0.024283987,0.219292954,blue,Elmod1
Sema5a,1375.243855,-0.20209609,0.095103261,-2.119553197,0.034043743,0.257953444,blue,Sema5a
Prox1,987.691253,-0.202119594,0.085162702,-2.373567487,0.017617173,0.191272728,blue,Prox1
C2cd4a,33.75936933,-0.202244165,0.103505115,-1.976880254,0.048055167,0.295115054,blue,C2cd4a
Jph1,661.5270736,-0.202250519,0.073833276,-2.739762563,0.006148358,0.125157251,blue,Jph1
Caly,2431.792518,-0.202387786,0.088428035,-2.29469838,0.021750416,0.209370786,blue,Caly
Dnajc28,189.2323596,-0.202433694,0.078759666,-2.56998851,0.010170189,0.15443414,blue,Dnajc28
Rmnd1,270.6064124,-0.202669006,0.070868856,-2.860092594,0.004235173,0.10937639,blue,Rmnd1
Pdf,10.40833728,-0.202744426,0.090051293,-2.19887285,0.027886965,0.234134958,blue,Pdf
Gm45133,87.70194445,-0.202756129,0.098105114,-2.076189391,0.037876438,0.267965748,blue,Gm45133
Slit1,2576.796775,-0.202779727,0.086992556,-2.331144423,0.019745746,0.202179857,blue,Slit1
Fhl2,356.5789756,-0.202800575,0.093249613,-2.18178901,0.029125108,0.238143496,blue,Fhl2
Unc5b,479.6890131,-0.202880884,0.063746706,-3.181242617,0.001466448,0.069807097,blue,Unc5b
Zkscan6,185.1129348,-0.203274051,0.085215116,-2.390802278,0.016811604,0.188448386,blue,Zkscan6
Gpr17,413.9964733,-0.203432504,0.073662871,-2.765143414,0.005689777,0.120915029,blue,Gpr17
Rufy3,2608.392498,-0.203534334,0.064889447,-3.137279858,0.001705233,0.073533731,blue,Rufy3
Pgk1-rs7,65.67788272,-0.20357464,0.100899365,-2.012480201,0.044169342,0.285427755,blue,Pgk1-rs7
Hsp90aa1,10554.29286,-0.203603554,0.070010593,-2.908719211,0.003629126,0.104211579,blue,Hsp90aa1
Synpr,3429.721814,-0.203709632,0.086620924,-2.349046709,0.018821546,0.198597701,blue,Synpr
Cttnbp2,1515.467552,-0.203891814,0.078601522,-2.596225903,0.009425407,0.148289985,blue,Cttnbp2
Atp6v1a,7357.256077,-0.204309076,0.075436319,-2.708661612,0.00675552,0.130197194,blue,Atp6v1a
Stip1,1735.200905,-0.204375644,0.073198675,-2.794559859,0.005197042,0.116591735,blue,Stip1
Vps50,864.0237583,-0.204684796,0.079950587,-2.561790886,0.0104134,0.155761296,blue,Vps50
Nap1l2,1054.290512,-0.204754222,0.089359008,-2.290959625,0.021965749,0.209980316,blue,Nap1l2
Nsf,8240.362212,-0.204757143,0.085949632,-2.386185723,0.017024151,0.18864586,blue,Nsf
Lingo2,183.3892674,-0.204862507,0.093071251,-2.198297121,0.027927939,0.234175842,blue,Lingo2
Parm1,655.2173108,-0.204886222,0.083477894,-2.453660978,0.014141023,0.178039547,blue,Parm1
Cadps,2847.595824,-0.204995777,0.076061384,-2.694501709,0.007049397,0.132785278,blue,Cadps
Cdh12,122.8884392,-0.20524869,0.097069425,-2.112357487,0.034655799,0.259505734,blue,Cdh12
Lrguk,68.88475532,-0.205552162,0.102465709,-1.998518038,0.045660526,0.288689907,blue,Lrguk
Rundc3b,533.1868286,-0.205564044,0.078120576,-2.631445734,0.008502244,0.141887203,blue,Rundc3b
Gm12663,50.12098678,-0.205575882,0.10292671,-2.002716279,0.04520775,0.287154529,blue,Gm12663
Nop16,296.8507218,-0.205651432,0.082911788,-2.481669183,0.013076862,0.172765642,blue,Nop16
Tmem63c,383.2438033,-0.205681223,0.081272328,-2.531594582,0.011354519,0.160985607,blue,Tmem63c
Apbb1ip,81.01550144,-0.205814193,0.09355,-2.1974085,0.027991285,0.234470988,blue,Apbb1ip
Wdr7,2081.781522,-0.20613344,0.068263656,-3.018797491,0.002537801,0.088642145,blue,Wdr7
Disp2,3455.759723,-0.206230335,0.078320758,-2.632336676,0.008479978,0.141887203,blue,Disp2
Nxpe3,349.7029519,-0.206316582,0.087197335,-2.367646029,0.017901654,0.193073753,blue,Nxpe3
Ppp3r1,10848.67273,-0.206345255,0.077254185,-2.671773193,0.007545163,0.135639067,blue,Ppp3r1
Tubb2a,4851.008785,-0.206538963,0.086001481,-2.403456703,0.01624089,0.186523052,blue,Tubb2a
Gm2810,30.21939076,-0.206566505,0.102232301,-1.998692183,0.045641669,0.288689907,blue,Gm2810
Wdr47,1301.250107,-0.206588823,0.073343756,-2.817724193,0.004836534,0.114067507,blue,Wdr47
Tmem59l,2966.386725,-0.206616451,0.088238078,-2.3447227,0.019041235,0.199682011,blue,Tmem59l
Il34,479.5387382,-0.206662388,0.081087208,-2.547708865,0.010843292,0.157919659,blue,Il34
Bmp3,56.86343531,-0.20668292,0.103914713,-1.989853083,0.046607122,0.291268289,blue,Bmp3
Hrk,1153.14813,-0.206748663,0.062754858,-3.292035579,0.00099465,0.057414887,blue,Hrk
Mme,77.47984912,-0.206927083,0.099117476,-2.092835568,0.036363836,0.26492467,blue,Mme
D11Wsu47e,102.2851506,-0.206972046,0.089172993,-2.320991607,0.020287297,0.204110298,blue,D11Wsu47e
Trit1,221.4801395,-0.20697766,0.07441616,-2.780797841,0.005422549,0.119188778,blue,Trit1
Zfp711,124.5696438,-0.206989163,0.088288263,-2.340424118,0.019261852,0.200952862,blue,Zfp711
Vxn,3030.348478,-0.20706378,0.063452162,-3.262903673,0.00110277,0.059515379,blue,Vxn
Mical2,3675.396743,-0.207193011,0.070532671,-2.937608854,0.00330754,0.100645323,blue,Mical2
Ccdc71l,595.7147456,-0.207197544,0.059802341,-3.465601236,0.000529047,0.042716796,blue,Ccdc71l
Gm13414,46.43074282,-0.207373734,0.101946397,-2.03107319,0.042247571,0.280195964,blue,Gm13414
Adamts3,127.972859,-0.207436014,0.095479728,-2.169231629,0.030065103,0.241172211,blue,Adamts3
Cep41,103.3850927,-0.207442646,0.094849062,-2.185197152,0.028874394,0.237100189,blue,Cep41
Gm4419,55.18436577,-0.207468727,0.099632473,-2.074415504,0.038040739,0.268557943,blue,Gm4419
Bcl6,546.381839,-0.207736807,0.070064899,-2.96741466,0.003003156,0.095617991,blue,Bcl6
Zfp81,333.9707342,-0.207744593,0.072897355,-2.84817108,0.004397128,0.110628173,blue,Zfp81
Zbtb45,345.751428,-0.20777725,0.066987492,-3.102515364,0.001918836,0.077408534,blue,Zbtb45
Gm9987,56.53268243,-0.207778594,0.09865515,-2.109002648,0.034944353,0.260411757,blue,Gm9987
Lin7b,394.5142581,-0.207781819,0.086687011,-2.402374996,0.016289001,0.186523052,blue,Lin7b
Calr,4006.769534,-0.207903501,0.072451621,-2.869138818,0.004115911,0.108485072,blue,Calr
Rps2-ps6,8.97728282,-0.207913814,0.093548333,-2.176563219,0.029513172,NA,blue,Rps2-ps6
Ccnjl,89.5393321,-0.207954837,0.100353026,-2.080359781,0.037492545,0.266608322,blue,Ccnjl
Snca,5245.245037,-0.20796346,0.073265774,-2.83859597,0.004531249,0.111613273,blue,Snca
Prmt2,961.7314231,-0.208019537,0.057764941,-3.60151191,0.000316372,0.033242461,blue,Prmt2
Serinc1,16020.78985,-0.208032622,0.083229639,-2.49761312,0.012503257,0.168837376,blue,Serinc1
Nrn1,1640.791731,-0.208058215,0.075668734,-2.748900932,0.005979546,0.124066263,blue,Nrn1
Gm5844,30.83565384,-0.208063739,0.104040613,-1.987004124,0.04692194,0.292249136,blue,Gm5844
Cpox,746.1591143,-0.208082727,0.067917653,-3.064874071,0.002177617,0.082833952,blue,Cpox
Crmp1,2156.416476,-0.208202086,0.085239475,-2.44593245,0.014447807,0.180041067,blue,Crmp1
Sprn,2111.82793,-0.208409433,0.081042509,-2.572498241,0.010096747,0.153835181,blue,Sprn
Upk1b,38.99741832,-0.208679837,0.103366811,-2.011394463,0.044283808,0.285427755,blue,Upk1b
Susd5,86.60306371,-0.208760845,0.09985748,-2.096456904,0.036041679,0.26418408,blue,Susd5
L1cam,712.837137,-0.208820532,0.086829559,-2.404205008,0.016207681,0.186523052,blue,L1cam
D6Wsu163e,416.312535,-0.208846229,0.078004242,-2.677430115,0.007418933,0.135385366,blue,D6Wsu163e
Prr7,732.9206407,-0.208965577,0.094677922,-2.213248644,0.026880508,0.229317023,blue,Prr7
Coq8a,703.2026058,-0.2089825,0.068340405,-3.058659236,0.002223299,0.083996332,blue,Coq8a
Syt1,10796.21486,-0.209073768,0.082419367,-2.535566441,0.011226563,0.160830409,blue,Syt1
Lrfn2,284.4475431,-0.209157466,0.09433796,-2.227984371,0.025881557,0.225045759,blue,Lrfn2
Rn7sk,149.5030628,-0.209173468,0.094964793,-2.207311903,0.027292276,0.230820617,blue,Rn7sk
Herc3,1568.938213,-0.209476246,0.073869502,-2.835676795,0.00457287,0.111727498,blue,Herc3
Dync1li1,840.3505912,-0.209706516,0.081456723,-2.577405323,0.009954515,0.152718389,blue,Dync1li1
Enox1,330.1137423,-0.209773946,0.08795845,-2.391314113,0.016788183,0.188448386,blue,Enox1
Pja1,1965.734608,-0.209799023,0.079708066,-2.634912584,0.008415895,0.141363329,blue,Pja1
Txlng,285.836309,-0.210042339,0.066170162,-3.173995645,0.001503559,0.07017032,blue,Txlng
Urb2,124.4895628,-0.210043248,0.082374707,-2.552799272,0.010686106,0.157141407,blue,Urb2
Rrp12,368.3093293,-0.210186338,0.078640407,-2.672474252,0.007529415,0.135639067,blue,Rrp12
Hace1,633.7197128,-0.210215651,0.070279582,-2.991009322,0.00278057,0.092469217,blue,Hace1
4833422M21Rik,5.6296169,-0.210265778,0.082539596,-2.534504659,0.011260643,NA,blue,4833422M21Rik
Fbxo10,640.8397454,-0.210274812,0.078580362,-2.67805381,0.007405132,0.13531397,blue,Fbxo10
Gpd1,1495.584347,-0.210288003,0.058125866,-3.618966624,0.000295782,0.032635895,blue,Gpd1
Dmxl2,2635.450644,-0.210297025,0.067035057,-3.136323746,0.001710802,0.073533731,blue,Dmxl2
Cadm3,3856.761395,-0.210463195,0.080917691,-2.601497544,0.009281773,0.14700143,blue,Cadm3
Bhlhe22,1716.294216,-0.210950167,0.074136162,-2.84928898,0.004381706,0.110628173,blue,Bhlhe22
Slc7a4,852.3013182,-0.211057211,0.073935416,-2.856535091,0.004282927,0.10944454,blue,Slc7a4
Ccsap,590.5213118,-0.211190868,0.095584144,-2.215634652,0.026716534,0.228814928,blue,Ccsap
Ptpre,650.1552668,-0.211324209,0.076856563,-2.750256324,0.005954866,0.123962447,blue,Ptpre
Slco4c1,47.78780558,-0.211332567,0.103585935,-2.035747692,0.041775697,0.279415855,blue,Slco4c1
A230006K03Rik,33.42021389,-0.211332788,0.104070284,-2.046670992,0.040690399,0.275922972,blue,A230006K03Rik
Ralgapa1,1704.961383,-0.211395103,0.063897105,-3.307746889,0.000940498,0.056496005,blue,Ralgapa1
Lmo3,1901.280069,-0.211409089,0.059536483,-3.550991709,0.000383783,0.035327074,blue,Lmo3
Ppp3ca,20328.82656,-0.211513701,0.076125087,-2.778908875,0.005454182,0.119355531,blue,Ppp3ca
Npbwr1,23.88951586,-0.211534674,0.103474004,-2.061133532,0.039290303,0.272279174,blue,Npbwr1
Slc8a2,4829.197426,-0.211607131,0.089441486,-2.366069972,0.017978046,0.193496271,blue,Slc8a2
Samd12,509.3603677,-0.211635185,0.068403517,-3.093416622,0.001978661,0.078617755,blue,Samd12
Ak5,2469.206792,-0.211811868,0.085488249,-2.481350035,0.013088577,0.172765642,blue,Ak5
Gpr61,173.3288965,-0.211882642,0.088973456,-2.386076844,0.017029192,0.18864586,blue,Gpr61
Lrp2,21.59457262,-0.211914742,0.089585113,-2.410111039,0.015947666,0.185937063,blue,Lrp2
Gm4596,6.205325289,-0.211938885,0.085272814,-2.306215679,0.021098584,NA,blue,Gm4596
Gm26580,24.10643805,-0.212281493,0.103784629,-2.030455418,0.042310268,0.280276369,blue,Gm26580
Sertm1,683.8691233,-0.212322888,0.087583663,-2.425806263,0.015274422,0.183245537,blue,Sertm1
Taco1,149.9508314,-0.212585618,0.083829541,-2.533566495,0.011290832,0.160985607,blue,Taco1
Ruvbl2,354.1572054,-0.212592021,0.073944652,-2.877210637,0.004012077,0.107295686,blue,Ruvbl2
Tmem144,284.6204813,-0.21259428,0.074311506,-2.858314643,0.004258979,0.10937639,blue,Tmem144
Dnajb3,27.72709877,-0.212689312,0.104223605,-2.018577827,0.043531118,0.283530864,blue,Dnajb3
Sh3gl2,2893.907068,-0.212992496,0.080267048,-2.65408235,0.007952442,0.138275202,blue,Sh3gl2
Nectin3,655.7195806,-0.213027677,0.080419922,-2.649507214,0.008060925,0.13904673,blue,Nectin3
Atl1,1277.062578,-0.213476484,0.086258841,-2.476212959,0.013278435,0.173717539,blue,Atl1
Erc2,2436.343644,-0.21350232,0.076928586,-2.775177659,0.005517156,0.11944579,blue,Erc2
Plat,495.4033054,-0.213583943,0.074211758,-2.878874464,0.003990972,0.106904402,blue,Plat
Dkk3,6078.238621,-0.213886089,0.080518494,-2.655467562,0.007919855,0.138275202,blue,Dkk3
Palld,164.0475075,-0.214070628,0.088778852,-2.402546459,0.016281366,0.186523052,blue,Palld
Cdh8,712.5527263,-0.214523368,0.094064745,-2.278337722,0.022706464,0.213253886,blue,Cdh8
Gpc1,1736.869348,-0.2146861,0.076742025,-2.797049315,0.005157166,0.116010006,blue,Gpc1
Lurap1l,468.8660943,-0.215101899,0.077564518,-2.777482795,0.005478174,0.119355531,blue,Lurap1l
Zbtb18,7329.667889,-0.215398098,0.063337581,-3.399667666,0.000674678,0.047792428,blue,Zbtb18
Gria3,1950.493528,-0.215559766,0.075697488,-2.846814019,0.004415915,0.110803561,blue,Gria3
Pigw,55.80418301,-0.215872971,0.10031687,-2.155631905,0.031112419,0.246240316,blue,Pigw
AC140300.2,6.1999797,-0.216089902,0.08586126,-2.442711932,0.014577368,NA,blue,AC140300.2
D630045J12Rik,545.648858,-0.216216358,0.087124236,-2.482879656,0.013032511,0.172765642,blue,D630045J12Rik
Chordc1,823.6818899,-0.216649193,0.066782119,-3.245353924,0.001173047,0.060135819,blue,Chordc1
Ipo11,625.5118118,-0.216733445,0.066635577,-3.25176713,0.001146899,0.059835626,blue,Ipo11
Ddx4,36.16909538,-0.216939685,0.104122228,-2.010503562,0.04437792,0.285585368,blue,Ddx4
Chrnb2,551.9723319,-0.217153815,0.077473262,-2.804137077,0.005045145,0.114675527,blue,Chrnb2
Crtac1,1192.214931,-0.217243304,0.095371566,-2.283374021,0.022408346,0.2121281,blue,Crtac1
Epha3,146.7689069,-0.217279906,0.096754786,-2.237260338,0.02526933,0.223585929,blue,Epha3
Slc39a10,1843.005728,-0.217293012,0.075198177,-2.888665078,0.003868809,0.10601682,blue,Slc39a10
D030068K23Rik,18.8101242,-0.217298675,0.102939507,-2.089877117,0.03662884,0.265451543,blue,D030068K23Rik
Fzd3,943.3490593,-0.217333954,0.083715428,-2.592629518,0.009524531,0.14928336,blue,Fzd3
Trpc1,615.1737511,-0.217342808,0.06973951,-3.116235448,0.00183176,0.076297365,blue,Trpc1
Grin1,3318.037938,-0.217431637,0.082619962,-2.630817278,0.008517982,0.141887203,blue,Grin1
Slitrk4,515.4319886,-0.217606918,0.093776067,-2.31518634,0.020602736,0.205698093,blue,Slitrk4
Fam78a,52.28939879,-0.217784403,0.102103614,-2.155481672,0.031124161,0.246240316,blue,Fam78a
Map9,947.2281436,-0.217895201,0.073824971,-2.952019835,0.003157027,0.098709874,blue,Map9
C1ql3,873.1368834,-0.21790597,0.089847084,-2.42327529,0.015381266,0.18357491,blue,C1ql3
Thop1,494.5328249,-0.217927383,0.077036456,-2.831985387,0.004625996,0.111771905,blue,Thop1
Nr4a3,884.2741453,-0.217927522,0.086067875,-2.5328717,0.011313235,0.160985607,blue,Nr4a3
Alox12b,62.91257514,-0.21801506,0.104145241,-2.097613223,0.035939326,0.263665835,blue,Alox12b
Scn3a,555.0737571,-0.218320717,0.088646229,-2.461590282,0.013832258,0.176961615,blue,Scn3a
Lrfn5,704.8958557,-0.218429586,0.088917162,-2.457496882,0.013990903,0.176961615,blue,Lrfn5
Slc35f3,409.1092403,-0.218471202,0.087171089,-2.5114081,0.012025059,0.165168599,blue,Slc35f3
Tbcc,301.9821271,-0.218563226,0.090827124,-2.412439205,0.01584618,0.185143354,blue,Tbcc
Sf3a3,295.5358841,-0.218869949,0.084118619,-2.604521082,0.009200276,0.146909923,blue,Sf3a3
Sphkap,3351.262263,-0.219074646,0.082160537,-2.667206857,0.007648458,0.136249062,blue,Sphkap
Klhl2,4351.583384,-0.219163291,0.059036889,-3.712657789,0.000205094,0.026084527,blue,Klhl2
St6galnac5,2659.797851,-0.219240899,0.076044389,-2.882205229,0.003949024,0.106636457,blue,St6galnac5
Setbp1,465.1267751,-0.219409167,0.071468477,-3.067578119,0.00215801,0.082464707,blue,Setbp1
Tbxa2r,16.7868064,-0.219471134,0.102397963,-2.123161111,0.033740354,0.257040709,blue,Tbxa2r
Creld1,804.4293936,-0.219488574,0.078668614,-2.79150232,0.005246398,0.117329181,blue,Creld1
Coro1a,1091.742443,-0.219589487,0.090134122,-2.443740498,0.014535878,0.180334127,blue,Coro1a
Vgf,1928.6726,-0.219882554,0.085031316,-2.587391671,0.00967056,0.150580558,blue,Vgf
Exosc4,332.0230761,-0.219899595,0.07380868,-2.980508014,0.002877707,0.09416071,blue,Exosc4
Purg,192.3018522,-0.220207443,0.083373863,-2.643523283,0.008204812,0.139918503,blue,Purg
Lemd3,564.8930259,-0.220499007,0.067944672,-3.245476943,0.001172541,0.060135819,blue,Lemd3
Gpr89,344.1513865,-0.220576095,0.069791274,-3.160752999,0.001573619,0.071987278,blue,Gpr89
A430108G06Rik,24.6168602,-0.220654608,0.104102316,-2.0831749,0.037235284,0.266202525,blue,A430108G06Rik
Mael,2.468822273,-0.22098195,0.05519077,-3.279336172,0.001040516,NA,blue,Mael
Htr2a,199.2478598,-0.221093609,0.089689193,-2.461844831,0.013822445,0.176961615,blue,Htr2a
Gm6395,65.63553919,-0.221506695,0.100071665,-2.21442659,0.026799447,0.229094712,blue,Gm6395
Cpne8,227.025273,-0.221529912,0.088625284,-2.497414111,0.012510277,0.168837376,blue,Cpne8
Rprml,732.7547356,-0.221629855,0.094545612,-2.358003477,0.018373521,0.196105849,blue,Rprml
Krt2,71.99682631,-0.221675319,0.104050296,-2.162956279,0.030544542,0.242811063,blue,Krt2
Skil,1062.46658,-0.221766647,0.06983531,-3.174312268,0.00150192,0.07017032,blue,Skil
Cck,4815.907236,-0.221811652,0.084612285,-2.623654769,0.008699191,0.143360261,blue,Cck
Plcz1,15.4478605,-0.222167231,0.102272133,-2.09143337,0.036489233,0.265146549,blue,Plcz1
Zfp1,211.3785909,-0.222244326,0.087315179,-2.54532019,0.010917758,0.158726666,blue,Zfp1
Fstl4,127.6928945,-0.222347574,0.097497344,-2.282569479,0.02245574,0.212215027,blue,Fstl4
Hpca,20995.71783,-0.222369618,0.081884576,-2.717865192,0.00657046,0.128940445,blue,Hpca
Slc6a7,566.2477637,-0.222386767,0.087043546,-2.556491924,0.010573353,0.156270393,blue,Slc6a7
Ttc19,1249.141302,-0.222392472,0.06770412,-3.284909106,0.001020153,0.057414887,blue,Ttc19
Nt5dc3,2150.086608,-0.222420523,0.066862444,-3.326603526,0.000879114,0.054047643,blue,Nt5dc3
Tmod1,277.5835456,-0.222470879,0.071904979,-3.093794398,0.001976144,0.078617755,blue,Tmod1
Elovl6,714.5536658,-0.222471077,0.061851199,-3.595936519,0.000323227,0.033242461,blue,Elovl6
Mycl,427.5370078,-0.222483239,0.087354001,-2.551228802,0.010734383,0.157205122,blue,Mycl
Hapln4,1210.025219,-0.222571844,0.08344077,-2.666258522,0.007670069,0.136349516,blue,Hapln4
Dph2,139.201122,-0.222976958,0.085901783,-2.598447057,0.009364648,0.147750387,blue,Dph2
Pcdhgc5,936.2460482,-0.222994065,0.088064905,-2.527924682,0.011473896,0.161362598,blue,Pcdhgc5
Cdk17,1880.80299,-0.222995321,0.066892597,-3.333825155,0.000856605,0.054047643,blue,Cdk17
Sorcs3,364.7440567,-0.223038522,0.080958278,-2.750417728,0.005951934,0.123962447,blue,Sorcs3
Chst7,57.63344091,-0.223042297,0.102272144,-2.188579701,0.028627403,0.236587874,blue,Chst7
Mapk1,7904.74124,-0.223068473,0.070609603,-3.160042594,0.001577461,0.071987278,blue,Mapk1
Agk,375.6064931,-0.223345466,0.075930177,-2.940725609,0.003274445,0.100371063,blue,Agk
Ppp1ccb,225.1251441,-0.223402657,0.085554027,-2.61592925,0.008898499,0.144824036,blue,Ppp1ccb
Gm15328,30.92301106,-0.223417375,0.103866739,-2.135961207,0.032682576,0.253502979,blue,Gm15328
Slc39a6,959.3495062,-0.223502839,0.086281997,-2.591796816,0.009547614,0.149364131,blue,Slc39a6
Serpina3n,546.8684413,-0.223560877,0.091612025,-2.440593817,0.014663137,0.180609243,blue,Serpina3n
Pik3r4,380.4900003,-0.224304594,0.082249136,-2.728348311,0.006365236,0.12625142,blue,Pik3r4
Pcsk2,2242.210777,-0.224474753,0.089048321,-2.521493616,0.01168578,0.162789945,blue,Pcsk2
Zfp955b,162.8531597,-0.224510086,0.09082761,-2.465514524,0.013681663,0.176432031,blue,Zfp955b
Pxylp1,177.8968399,-0.224763114,0.087707323,-2.565267799,0.01030962,0.155216138,blue,Pxylp1
Fam135b,656.8890584,-0.224823956,0.077413373,-2.904572635,0.003677549,0.104211579,blue,Fam135b
Pcdh8,1006.052023,-0.224873947,0.090457602,-2.4892236,0.012802242,0.171616058,blue,Pcdh8
Vps13a,551.5553708,-0.225219238,0.072702953,-3.096667388,0.001957093,0.078382529,blue,Vps13a
Wscd2,853.3943936,-0.225280437,0.085848936,-2.628182029,0.008584257,0.141887203,blue,Wscd2
