X,baseMean.x,log2FoldChange.x,lfcSE.x,stat.x,pvalue.x,padj.x,baseMean.y,log2FoldChange.y,lfcSE.y,stat.y,pvalue.y,padj.y
Pou6f1,3065.558645,-0.39470063,0.174778477,-2.212587618,0.026926089,0.332453039,3065.558645,0.459794555,0.171563394,2.618296641,0.008836995,0.132578832
Ppic,36.24002691,-0.558191026,0.1945943,-2.830333301,0.004649954,0.167023331,36.24002691,0.513044503,0.192618182,2.587520272,0.009666951,0.135626722
Ppme1,1617.986139,0.363052118,0.172685691,2.005788377,0.044878831,0.400820141,1617.986139,-0.361537914,0.169482003,-2.018077553,0.043583185,0.230120773
Ppp1r12b,2716.407571,-0.344428921,0.160545025,-2.112686609,0.0346276,0.367749765,2716.407571,0.42275746,0.157060496,2.644590791,0.008178976,0.129840149
Ppp1r16b,4096.196856,-0.355962826,0.176368742,-1.989248982,0.046673728,0.407617223,4096.196856,0.419234023,0.173213482,2.387788302,0.016950102,0.16726597
Pqbp1,643.3996242,0.298867767,0.144255411,2.0078579,0.044658394,0.400419702,643.3996242,-0.351480105,0.141057098,-2.411043663,0.015906944,0.163622981
Praf2,396.7221427,0.366025435,0.138587895,2.627341449,0.008605493,0.210598175,396.7221427,-0.418073281,0.135023566,-3.073946483,0.002112473,0.083946612
Prcc,573.4632682,0.308046996,0.139343075,2.173659222,0.029730737,0.344096975,573.4632682,-0.350089844,0.136038307,-2.524673118,0.011580595,0.145091307
Prdm6,12.18905967,-0.661547847,0.18940732,-3.420294967,0.000625533,0.060898855,12.18905967,0.622202913,0.18937177,3.205427256,0.001348621,NA
Prex1,2888.913064,-0.384228958,0.156667923,-2.408925169,0.015999578,0.275211561,2888.913064,0.425774742,0.153143608,2.716921358,0.006589226,0.121118546
Prex2,1976.027219,-0.47860831,0.194354195,-2.403933693,0.016219715,0.275937395,1976.027219,0.598374755,0.19283313,3.085132584,0.002034614,0.082346478
Prickle2,5032.481176,-0.227446394,0.112208495,-2.035551312,0.041795431,0.39314784,5032.481176,0.240424005,0.109156903,2.212839184,0.026908735,0.193711238
Prkcb,6942.308067,-0.470509093,0.136181661,-3.430924025,0.000601529,0.059788238,6942.308067,0.52931055,0.132731304,3.954502406,7.67E-05,0.016876136
Prkd1,285.8515606,-0.411507645,0.147697991,-2.780328485,0.005430394,0.177447566,285.8515606,0.441207457,0.144769099,3.033808938,0.002414873,0.088105674
Prkd3,509.1666127,-0.438404721,0.170239917,-2.51001224,0.012072698,0.246221741,509.1666127,0.491915363,0.166829053,2.844662394,0.004445852,0.107717389
Prmt1,960.7259548,0.206872799,0.093027768,2.212990176,0.026898323,0.332453039,960.7259548,-0.276768846,0.090385692,-3.046131505,0.002318064,0.086959851
Prmt6,138.2808655,0.337885514,0.137559812,2.40946842,0.015975779,0.275211561,138.2808655,-0.271512305,0.135007458,-1.96657722,0.049231972,0.241138525
Prokr2,42.78533068,0.428669781,0.190898114,2.229377271,0.025788813,0.328119787,42.78533068,-0.582736741,0.189234371,-3.03312897,0.002420321,0.088105674
Prom1,219.4484334,-0.4273758,0.161087977,-2.624668724,0.008673331,0.211387225,219.4484334,0.389515118,0.15778438,2.422278493,0.015423525,0.162365184
Prrc2a,11953.86147,-0.360121526,0.167613265,-2.1010866,0.035633365,0.371155985,11953.86147,0.442058329,0.164214808,2.623048759,0.00871468,0.132134963
Prrc2b,11937.6187,-0.488771373,0.144711884,-3.337944788,0.000844005,0.075183982,11937.6187,0.512713624,0.141184719,3.577064367,0.000347475,0.037946804
Prrx1,162.5963427,-0.548571611,0.182446173,-2.96942632,0.002983564,0.13594672,162.5963427,0.511812848,0.179624681,2.807922023,0.00498623,0.110877809
Psmd4,1246.381949,0.212573211,0.103157412,2.04210832,0.041140788,0.391008798,1246.381949,-0.283003952,0.100337483,-2.793833218,0.005208733,0.112461514
Psme1,545.8515518,0.176440998,0.089855146,1.964123079,0.04951582,0.415531727,545.8515518,-0.199455303,0.08703072,-2.291834804,0.021915177,0.180814012
Ptar1,100.0859976,-0.820944355,0.171875345,-4.709035196,2.49E-06,0.002015573,100.0859976,0.76995972,0.16803871,4.391488462,1.13E-05,0.004756978
Ptch1,1047.013658,-0.46164215,0.153001145,-2.997873541,0.002718705,0.129163842,1047.013658,0.395224197,0.149562888,2.622309128,0.008733617,0.132134963
Ptgfr,14.3831625,-0.575770947,0.188850367,-2.991798968,0.002773388,0.130408679,14.3831625,0.472171485,0.189671248,2.315393951,0.020591382,NA
Ptpn13,352.9241429,-0.421232599,0.176651805,-2.312226755,0.020765191,0.303488627,352.9241429,0.565754533,0.173395002,3.139184886,0.001694185,0.076617706
Ptprb,656.4891015,-0.422016085,0.176499917,-2.352031085,0.018671215,0.291157468,656.4891015,0.377714545,0.173355764,2.131266198,0.033067218,0.208417523
Ptprt,2001.510062,-0.38130842,0.124267838,-3.045646076,0.00232181,0.120248141,2001.510062,0.363067901,0.12099691,2.967717151,0.003000203,0.095138452
Ptprz1,4668.372124,-0.382206634,0.179076418,-2.061424844,0.039262527,0.384249939,4668.372124,0.448610118,0.176016927,2.436733858,0.014820583,0.159024638
Pura,719.6487085,-0.495135918,0.098090915,-5.042167443,4.60E-07,0.000649047,719.6487085,0.325402662,0.095843272,3.385251585,0.00071113,0.053087512
Purg,223.9344977,0.317487148,0.119147258,2.667578746,0.007639998,0.199838338,223.9344977,-0.235650922,0.115171969,-2.054090396,0.039966943,0.223601061
Pus1,134.620262,0.32227532,0.155526979,1.969799848,0.048861314,0.414530081,134.620262,-0.443999812,0.153680004,-2.777538868,0.005477229,0.114180948
Rab26,514.5139494,0.30575541,0.106901114,2.858565103,0.004255618,0.159539543,514.5139494,-0.236902932,0.103611004,-2.286416135,0.022229925,0.181821568
Rab3b,552.1284075,0.396148551,0.168365406,2.286344714,0.0222341,0.308950528,552.1284075,-0.452357952,0.165147092,-2.652668669,0.007985822,0.129796786
Rab3ip,593.2207043,0.271044217,0.121735969,2.196488734,0.028056981,0.336471667,593.2207043,-0.428236449,0.118668367,-3.565657636,0.000362945,0.039057643
Rab6a,6166.876547,0.310158917,0.143081827,2.11444692,0.034477114,0.367308887,6166.876547,-0.326541156,0.139586051,-2.269397509,0.023244164,0.18420851
Rabac1,2533.569807,0.20320247,0.085291945,2.377143799,0.017447285,0.283872903,2533.569807,-0.245582876,0.082759129,-2.95836899,0.003092717,0.09619393
Ranbp3l,176.4440979,-0.525368587,0.194488387,-2.615756222,0.00890301,0.213687876,176.4440979,0.636216353,0.192840853,3.151965094,0.001621757,0.07544858
Ranbp9,1009.513688,0.257066867,0.094587874,2.703328454,0.006864887,0.194752918,1009.513688,-0.224416899,0.091941328,-2.423140327,0.015386982,0.162267719
Rapgef1,2910.04501,-0.363781218,0.164892605,-2.168628017,0.030110936,0.345495321,2910.04501,0.426852888,0.161455471,2.590922906,0.009571893,0.135626722
Rars,452.145985,0.311811578,0.150701425,2.00426183,0.04504202,0.401371163,452.145985,-0.44203206,0.147530862,-2.912537842,0.003585048,0.099642093
Rbfa,367.7789222,0.227101656,0.102117877,2.21163964,0.026991574,0.332630014,367.7789222,-0.245880368,0.099331974,-2.46127765,0.013844318,0.153676465
Rc3h2,799.9519269,0.322523152,0.106166982,3.028282613,0.00245948,0.124483206,799.9519269,-0.216170553,0.103115315,-2.086677246,0.036917319,0.216775115
Resp18,466.1760601,0.481862854,0.138449031,3.485556214,0.000491115,0.052709068,466.1760601,-0.340845776,0.134625484,-2.535909423,0.011215574,0.143991579
Rfx4,305.7046047,-0.446589645,0.179190774,-2.40128627,0.01633755,0.277125311,305.7046047,0.396063796,0.17591707,2.100279138,0.035704293,0.214037789
Rfxap,447.4575516,0.320360102,0.129214078,2.451308434,0.014233793,0.26116298,447.4575516,-0.527151252,0.125956429,-4.143330073,3.42E-05,0.01009302
Rgs4,1512.315549,0.360004768,0.149116914,2.394608924,0.016638101,0.278856447,1512.315549,-0.472664002,0.145583305,-3.207111991,0.001340748,0.069114148
Rhno1,102.8607174,0.284798661,0.139981887,1.975831329,0.048173884,0.412609966,102.8607174,-0.289079736,0.138303926,-2.032634624,0.042089451,0.227811915
Rhobtb3,569.7889137,-0.317866416,0.153252283,-2.055897083,0.039792437,0.38603445,569.7889137,0.399353049,0.14986396,2.634636288,0.008422748,0.130691289
Rhov,69.60518863,0.4057531,0.187261588,2.07159806,0.038302941,0.380381938,69.60518863,-0.487049395,0.185454767,-2.529396781,0.011425878,0.145091307
Riox1,141.3100167,0.423353592,0.165601106,2.478213486,0.013204211,0.25487132,141.3100167,-0.633673776,0.162889957,-3.801956825,0.000143558,0.023780583
Rnf128,384.8956986,0.302734244,0.152011617,1.97034797,0.048798504,0.414391874,384.8956986,-0.433736405,0.148542029,-2.883051027,0.003938436,0.103501546
Rnf130,780.6818914,-0.26403694,0.103005944,-2.558809627,0.010503124,0.231588687,780.6818914,0.203305015,0.100406782,2.017660413,0.04362664,0.230120773
Rnf144a,554.3005021,-0.314115073,0.151485976,-2.008476776,0.044592652,0.400419702,554.3005021,0.383199234,0.147758847,2.491001485,0.012738359,0.149690461
Rora,704.9351562,-0.287775933,0.141948666,-2.002824637,0.045196115,0.401478207,704.9351562,0.526081184,0.138584112,3.74835068,0.000178001,0.026778292
Rph3a,5945.36148,-0.344358585,0.134536079,-2.555439246,0.010605387,0.231686221,5945.36148,0.399131577,0.131116463,3.038113779,0.002380641,0.088105674
Rpl21-ps11,23.08252736,0.418173694,0.193663233,2.212198942,0.026952922,0.332543807,23.08252736,0.545576414,0.19181127,2.696713706,0.007002745,0.124751412
Rpn1,1778.342536,0.289817577,0.11613118,2.480461147,0.013121256,0.254638329,1778.342536,-0.363828134,0.112944156,-3.19637745,0.001391649,0.070811756
Rprd1a,1412.544881,-0.251185496,0.080772953,-3.098143568,0.001947371,0.111917275,1412.544881,0.15690441,0.078448349,1.984581862,0.047191012,0.237618375
Rprm,384.6450718,0.466467705,0.179914975,2.568666015,0.01020908,0.228786121,384.6450718,-0.619195722,0.176976236,-3.429388316,0.000604943,0.050963884
Rspo3,152.1952496,0.341207141,0.143810703,2.354748293,0.018535256,0.290434586,152.1952496,-0.372400513,0.14021175,-2.637770014,0.008345316,0.130333677
Rtl8c,739.077935,0.381877733,0.161321363,2.302973662,0.021280325,0.306244161,739.077935,-0.461422514,0.157982673,-2.835807733,0.004570995,0.108869445
Rundc1,590.9573408,0.293702157,0.139291675,2.073479069,0.038127717,0.380210071,590.9573408,-0.367030877,0.13597271,-2.65117492,0.008021229,0.129840149
Rxfp3,73.42719624,0.538002818,0.175727658,3.066420024,0.002166388,0.115213016,73.42719624,-0.441737127,0.172098543,-2.56946185,0.010185661,0.138196471
Sae1,956.5915112,0.328084295,0.110044703,2.971077743,0.002967566,0.135564524,956.5915112,-0.215228977,0.106930837,-2.001969347,0.045288028,0.232803836
Sall1,424.3600843,-0.463831792,0.140729605,-3.266932935,0.001087194,0.086755932,424.3600843,0.373647227,0.137379199,2.675571816,0.007460189,0.127150941
Samd5,402.6444099,-0.330666516,0.124691547,-2.658515783,0.007848567,0.201484262,402.6444099,0.3130919,0.122182473,2.568448608,0.010215486,0.138196471
Sap30,125.6557494,0.361456687,0.15473675,2.365669298,0.017997513,0.287014186,125.6557494,-0.786801703,0.150082517,-5.247999023,1.54E-07,0.000251876
Sars,2144.861752,0.254844055,0.121221114,2.079493888,0.037571979,0.378182134,2144.861752,-0.307696182,0.117986741,-2.574507605,0.010038288,0.13792589
Sash1,2335.096823,-0.436227832,0.164260906,-2.539495392,0.011101251,0.236862136,2335.096823,0.564812935,0.160734154,3.32615636,0.000880525,0.058740194
Sbf2,970.8041874,-0.177683431,0.08608355,-2.064413342,0.038978542,0.383669455,970.8041874,0.286723411,0.084021807,3.406873689,0.000657115,0.051807057
Scand1,664.6660686,0.267908956,0.113769627,2.36795134,0.017886888,0.28657626,664.6660686,-0.228797075,0.110255174,-2.090217537,0.036598263,0.216607061
Scara3,726.7110068,-0.521768371,0.164870444,-3.146880843,0.001650222,0.104183976,726.7110068,0.363363302,0.16154059,2.244540829,0.024797625,0.18867393
Scarb2,2591.011979,-0.272356924,0.116632901,-2.312591932,0.020745086,0.303443714,2591.011979,0.336199799,0.113455545,2.928080182,0.003410621,0.098259475
Scd2,33675.66791,-0.338882046,0.159101029,-2.077504097,0.037755057,0.378817823,33675.66791,0.429565258,0.155589461,2.682062493,0.007316979,0.12656743
Scgn,18.3627565,-0.53888819,0.193474489,-2.831291579,0.004636044,0.167023331,18.3627565,0.513022481,0.192472562,2.869457135,0.004111771,NA
Scrt1,3531.076577,-0.370683259,0.176281347,-2.057600351,0.039628513,0.38576414,3531.076577,0.439007815,0.173117275,2.474139961,0.013355736,0.151983178
Secisbp2l,2090.743943,-0.176018302,0.08285157,-2.129573688,0.033206825,0.360300122,2090.743943,0.169339511,0.080644164,2.105373364,0.03525882,0.213303566
Sema6d,1224.507009,-0.393778804,0.077847657,-5.03671161,4.74E-07,0.000649047,1224.507009,0.226265115,0.075443693,2.968988853,0.002987814,0.095138452
Serinc2,102.4627306,0.616262999,0.187850346,3.271285576,0.001070597,0.086306622,102.4627306,-0.495244806,0.185539654,-2.62130463,0.008759395,0.132134963
Sesn3,2657.051588,-0.314216072,0.155487168,-1.969914447,0.048848176,0.414530081,2657.051588,0.435731706,0.151944843,2.788753214,0.005291137,0.112836904
Set,2515.336233,0.236253469,0.098509173,2.378263538,0.017394389,0.283530136,2515.336233,-0.231408743,0.095746458,-2.390161268,0.016840976,0.167074648
Sf3a3,318.1498896,0.388152799,0.15761424,2.431228735,0.015047711,0.268773454,318.1498896,-0.442608266,0.154207493,-2.824896602,0.004729588,0.109753193
Sfr1,1073.601881,0.238453272,0.111333955,2.11943738,0.034053521,0.365921304,1073.601881,-0.245173928,0.108370836,-2.232771783,0.025563998,0.19002992
Sgk1,1467.934562,0.443616013,0.186922954,2.288537578,0.022106234,0.308950528,1467.934562,-1.023823677,0.184404293,-5.371433228,7.81E-08,0.000191937
Sh3gl2,3620.204267,0.350838985,0.165665646,2.041446242,0.041206492,0.391008798,3620.204267,-0.411329,0.162268063,-2.43641433,0.014833683,0.159049443
Sh3pxd2a,1265.470393,-0.400280617,0.107759102,-3.698277774,0.000217067,0.032227255,1265.470393,0.22858501,0.104838981,2.16035245,0.030745395,0.203980411
Sh3pxd2b,377.5676231,-0.455128587,0.172077501,-2.59626856,0.009424237,0.217622381,377.5676231,0.412426742,0.168763476,2.372462081,0.017669977,0.168077917
Shc3,1279.968872,-0.563249967,0.195110284,-2.795027798,0.005189525,0.174506954,1279.968872,0.63465567,0.194973169,3.041513601,0.002353919,0.08763594
Shc4,150.1489345,-0.365474108,0.18017086,-1.973266292,0.048465231,0.412939531,150.1489345,0.474192136,0.177037802,2.578586208,0.009920554,0.137393829
Shroom4,104.5581349,-0.366539498,0.148573206,-2.457010717,0.014009851,0.258866807,104.5581349,0.32259897,0.145994938,2.179730187,0.029277468,0.200637239
Sik2,171.6253673,-0.348819897,0.13285058,-2.591459124,0.009556989,0.219983623,171.6253673,0.320682305,0.129276206,2.417360151,0.01563354,0.163233203
Sin3b,1265.669821,0.30559139,0.128859164,2.343002755,0.019129242,0.292181186,1265.669821,-0.304149153,0.125549267,-2.384199758,0.017116309,0.167894702
Sipa1l1,8758.432667,-0.368262201,0.163234234,-2.213703581,0.026849176,0.332414821,8758.432667,0.450125309,0.159767993,2.756430909,0.005843596,0.1168957
Six1,6.465435978,-0.396623003,0.168905686,-2.306069696,0.021106738,0.305721665,6.465435978,0.333162234,0.170950052,2.007246068,0.044723469,NA
Slc13a3,303.4087048,-0.455308654,0.184850318,-2.400700839,0.016363708,0.277125311,303.4087048,0.375211113,0.182040499,1.967884775,0.049081297,0.240720413
Slc13a5,144.6012769,-0.411515698,0.176657306,-2.313777747,0.020679917,0.303443714,144.6012769,0.392647999,0.173782665,2.243893546,0.024839252,0.18867393
Slc1a2,75617.22405,-0.402416627,0.191101446,-2.021530262,0.043224903,0.395702118,75617.22405,0.614730175,0.188971977,3.125933695,0.001772415,0.077534073
Slc22a17,10114.81394,0.301110954,0.134883512,2.20584255,0.027395026,0.334079983,10114.81394,-0.413185316,0.131427848,-3.100243848,0.001933614,0.080757134
Slc22a6,66.03928012,-0.643056847,0.195808353,-3.191819543,0.001413796,0.097863338,66.03928012,0.65666529,0.194897386,3.069305824,0.002145568,0.085032563
Slc24a4,374.0364562,-0.327477289,0.146026286,-2.251537856,0.024351492,0.321314971,374.0364562,-0.325555527,0.142818951,-2.238984391,0.025156932,0.189367413
Slc25a5,2955.600933,0.173589054,0.08321502,2.084995459,0.037069713,0.376918638,2955.600933,-0.159251683,0.080721624,-1.970777575,0.048749323,0.240134438
Slc26a2,170.2651778,-0.497295313,0.144857164,-3.442567568,0.00057622,0.058329169,170.2651778,0.347873846,0.142779033,2.451107288,0.01424175,0.155725112
Slc26a7,47.79574718,-0.526533823,0.193502886,-2.659295056,0.007830435,0.201484262,47.79574718,0.693227833,0.193566852,3.603559406,0.000313889,0.036700424
Slc38a11,17.17656351,-0.431373916,0.195062343,-2.230099934,0.025740809,0.328119787,17.17656351,0.563436566,0.193238237,2.944333126,0.003236514,NA
Slc47a1,64.29549512,-0.610588639,0.183195468,-3.386618188,0.000707598,0.066701399,64.29549512,0.558891182,0.185199061,2.752569588,0.005912958,0.117486169
Slc4a4,3961.815226,-0.479134941,0.178379846,-2.630627482,0.00852274,0.20885988,3961.815226,0.542197308,0.175297181,3.023293019,0.0025004,0.088401435
Slc5a3,447.9161674,0.719048189,0.150540515,4.807856638,1.53E-06,0.001410622,447.9161674,-0.473550083,0.146458515,-3.25200948,0.001145922,0.063612997
Slc5a5,348.0345588,0.488443509,0.120098091,4.063411648,4.84E-05,0.012859597,348.0345588,-0.422353443,0.116132494,-3.637986834,0.000274777,0.03462431
Slc6a11,3465.244672,-0.44294394,0.167329247,-2.59780005,0.009382311,0.217622381,3465.244672,0.443497111,0.163925747,2.638299731,0.00833229,0.130333677
Slc7a11,935.9388096,-0.622581775,0.187615164,-3.246303518,0.001169141,0.08939665,935.9388096,0.6452303,0.185082998,3.414184786,0.000639732,0.051538605
Slc7a2,740.5986003,-0.596558373,0.183975022,-3.162099385,0.001566361,0.103625811,740.5986003,0.454736928,0.181135481,2.395993005,0.016575407,0.165881643
Slc8b1,155.5605703,-0.366373918,0.163861716,-2.174119278,0.029696179,0.343996825,155.5605703,0.430139575,0.16003712,2.574937253,0.010025827,0.137883183
Slco4a1,30.17782549,-0.528566412,0.195924751,-2.66992594,0.007586798,0.199654935,30.17782549,0.376235083,0.194690505,1.983302609,0.047333638,0.237618375
Smad9,248.9581445,-0.235113864,0.112316412,-2.08457437,0.037107953,0.376918638,248.9581445,0.376487755,0.110122629,3.39010709,0.000698653,0.053087512
Sncb,3026.895271,0.393922704,0.176969413,2.08944845,0.036667374,0.375187583,3026.895271,-0.411855787,0.173877777,-2.21283413,0.026909083,0.193711238
Sned1,296.998279,-0.522617347,0.170892075,-2.990022203,0.002789572,0.130443594,296.998279,0.539202061,0.16743819,3.10568503,0.001898388,0.080194658
Sorbs1,1670.883749,-0.485017314,0.156715142,-3.060412553,0.002210323,0.11685197,1670.883749,0.603980848,0.153239557,3.89446346,9.84E-05,0.019346025
Sorcs3,458.4678609,0.404388715,0.170784482,2.280792114,0.022560751,0.310683773,458.4678609,-0.371312797,0.167698791,-2.112909274,0.034608534,0.212331925
Sp1,378.6028801,-0.2525566,0.109684703,-2.28111774,0.022541481,0.310683773,378.6028801,0.322913671,0.106762678,2.984721168,0.002838369,0.093804517
Spag9,5778.75878,-0.359864556,0.127608548,-2.786749636,0.005323959,0.175977107,5778.75878,0.365433187,0.124235074,2.893692542,0.003807408,0.101689516
Spg11,264.2247373,-0.242805629,0.118051011,-2.040305253,0.041319932,0.391550654,264.2247373,0.340282239,0.115267667,2.91575307,0.003548312,0.099642093
Sphk1,43.71797399,-0.531696397,0.194690831,-2.663369079,0.007736251,0.200332917,43.71797399,0.495573565,0.192674345,2.416605421,0.015665989,0.163312051
Sphk2,382.4580138,0.257373853,0.128596107,2.008896378,0.044548124,0.400236702,382.4580138,-0.352995391,0.124875725,-2.829032508,0.004668896,0.109139987
Spin4,14.50651222,-0.567258549,0.196204339,-2.856057725,0.004289371,0.159539543,14.50651222,0.48342369,0.194301335,2.298420139,0.021537888,NA
Sptb,5114.689659,-0.324195718,0.122127484,-2.656309021,0.007900118,0.201645429,5114.689659,0.314261193,0.118889624,2.646064958,0.008143418,0.129840149
Srebf1,1413.420716,-0.255502395,0.130468522,-1.974845922,0.048285636,0.412939531,1413.420716,0.403549721,0.127326797,3.187720478,0.001433991,0.071909277
Sst,2134.766157,0.467199428,0.171136611,2.672984253,0.007517978,0.199197747,2134.766157,-0.496419217,0.167847434,-2.873766577,0.004056086,0.105309296
Sstr3,528.6378543,0.299273492,0.111127698,2.652613958,0.007987116,0.202849972,528.6378543,-0.239755463,0.108610411,-2.160721062,0.030716893,0.203980411
St3gal5,1449.368048,0.288160845,0.137019026,2.072415974,0.038226665,0.380260336,1449.368048,-0.360649863,0.133604194,-2.654579849,0.007940724,0.129359226
Stip1,1893.679081,0.350523063,0.156723343,2.198220877,0.02793337,0.336471667,1893.679081,-0.43453089,0.153233082,-2.7767208,0.005491032,0.114180948
Stmn2,3755.00161,0.260126701,0.12253987,2.097050744,0.035989084,0.373132693,3755.00161,-0.365794771,0.119265488,-3.027350297,0.002467079,0.0882819
Ston1,73.68084581,-0.448931245,0.171206135,-2.557544143,0.010541418,0.231686221,73.68084581,0.440650796,0.167109863,2.499320908,0.012443158,0.148859174
Stox2,2978.380397,-0.381766849,0.157306762,-2.379847307,0.017319813,0.283068601,2978.380397,0.359521185,0.153778816,2.271442588,0.023120199,0.183950939
Sulf2,1501.999644,0.344906158,0.166481728,1.996589866,0.045869755,0.403372203,1501.999644,-0.336556369,0.16314401,-1.970419977,0.048790258,0.240134438
Svep1,19.0590312,-0.464596241,0.194635558,-2.380158468,0.017305194,0.283068601,19.0590312,0.562984975,0.192633561,2.882165084,0.003949528,NA
Svil,178.6490362,-0.394361281,0.147694064,-2.631645227,0.008497254,0.208522151,178.6490362,0.415058457,0.144155303,2.804448737,0.00504027,0.11157463
Syde2,86.58188087,-0.411471108,0.134519481,-3.035586149,0.002400686,0.122201792,86.58188087,0.483537311,0.131770543,3.578286995,0.000345854,0.037946804
Syngr3,2024.349986,0.301618113,0.145933602,2.02996002,0.042360603,0.393198114,2024.349986,-0.348151064,0.142446569,-2.391984534,0.016757548,0.166704816
Synpo2,133.5399343,-0.319705086,0.155980828,-2.005117099,0.04495053,0.400820141,133.5399343,0.635135675,0.152587949,4.049649975,5.13E-05,0.01284638
Syt7,5815.349611,-0.336455552,0.109443192,-3.07933613,0.002074625,0.114312555,5815.349611,0.215907078,0.106436933,2.038606738,0.041489292,0.227220147
Sytl5,51.88536012,-0.525144596,0.193318982,-2.655672839,0.007915036,0.201737172,51.88536012,0.465446323,0.193638887,2.227280683,0.025928521,0.191227704
Tacr3,43.34242148,0.537196009,0.181663652,2.909686616,0.003617913,0.148786439,43.34242148,-0.451030549,0.179044229,-2.492660731,0.012678993,0.149662618
Tbc1d16,1546.366718,-0.391422998,0.180880683,-2.109784715,0.034876904,0.368887981,1546.366718,0.452468903,0.17790722,2.467189032,0.013617845,0.152924934
Tceal6,678.5968724,0.486962393,0.172431696,2.734928049,0.006239391,0.188498659,678.5968724,-0.45320618,0.169294794,-2.569841077,0.010174518,0.138196471
Tcf12,865.3401551,-0.215165695,0.076757792,-2.794915564,0.005191327,0.174506954,865.3401551,0.215082714,0.074725901,2.863876748,0.004184908,0.105835298
Tdo2,76.23302624,-0.55054458,0.18274399,-3.031117995,0.0024365,0.12367147,76.23302624,0.366024073,0.180835358,2.116749477,0.034281115,0.211378705
Tek,208.7112333,-0.330067763,0.150038573,-2.188129369,0.02866018,0.338455292,208.7112333,0.29791859,0.146965935,2.006746212,0.044776693,0.231873123
Tet1,136.6167685,-0.290350737,0.146697793,-1.966375205,0.049255285,0.415004028,136.6167685,0.453158522,0.144048436,3.10232693,0.001920058,0.080418785
Tfcp2l1,165.4060127,-0.501671811,0.187158765,-2.634503699,0.008426039,0.207064415,165.4060127,0.658866004,0.184591268,3.518452407,0.000434072,0.043239991
Tfg,538.779542,0.301167088,0.141144031,2.079716627,0.037551532,0.378182134,538.779542,-0.356868979,0.137975887,-2.517689122,0.011812753,0.146146498
Tfpi,56.08181885,-0.568010796,0.169738248,-3.299151849,0.000969774,0.081497643,56.08181885,0.390061165,0.165572951,2.234100136,0.025476485,0.189792734
Thbd,257.2779113,-0.383885459,0.164818966,-2.296568795,0.02164338,0.307985996,257.2779113,0.622509825,0.161590154,3.788811565,0.00015137,0.02452355
Thoc1,707.1150978,0.297857156,0.08653377,3.423885619,0.000617326,0.060430108,707.1150978,-0.251898944,0.084200346,-2.971500855,0.00296348,0.095138452
Thy1,14241.60539,0.351885515,0.145904425,2.348771662,0.018835454,0.291635675,14241.60539,-0.443297297,0.142380572,-3.027654491,0.002464597,0.0882819
Timp2,4704.653405,0.499185971,0.136549106,3.640276706,0.000272345,0.037907048,4704.653405,-0.368651416,0.133060998,-2.745644332,0.00603922,0.118242073
Tjp1,1534.599241,-0.288950346,0.108304989,-2.649514274,0.008060757,0.203861668,1534.599241,0.362764146,0.10534949,3.412577331,0.000643517,0.051561772
Tjp2,652.7765734,-0.270478504,0.126099172,-2.105244782,0.035270006,0.369884828,652.7765734,0.385956233,0.122662543,3.0812687,0.002061205,0.082353259
Tlr3,257.1582593,-0.379586849,0.175718796,-2.089240942,0.03668604,0.375187583,257.1582593,0.443411162,0.172355699,2.452340304,0.014193036,0.155495451
Tlr4,27.74275657,-0.514651022,0.188984459,-2.642121686,0.008238845,0.205578797,27.74275657,0.609931046,0.184393615,3.004192075,0.002662872,0.090249921
Tmed4,1112.637162,0.219839846,0.107611838,2.029825385,0.042374292,0.393198114,1112.637162,-0.244177828,0.104640029,-2.314825801,0.020622467,0.176630771
Tmem110,351.9799564,-0.244125257,0.088308703,-2.768080732,0.005638749,0.1803703,351.9799564,-0.202366828,0.086485672,-2.326952281,0.019967805,0.174605784
Tmem130,1748.15291,0.368409347,0.176975524,1.991665561,0.046407765,0.406290288,1748.15291,-0.587278837,0.173893372,-3.253798751,0.001138729,0.063612997
Tmem164,428.6954017,-0.338961956,0.16205074,-2.053798007,0.039995246,0.386228544,428.6954017,0.392018023,0.158595668,2.411933164,0.01586819,0.163597711
Tmem169,135.6055599,0.396174915,0.172401994,2.192415902,0.028349489,0.337716915,135.6055599,-0.353142466,0.170005892,-1.96737376,0.049140137,0.240848751
Tmem198b,91.95439864,-0.333902812,0.15722305,-2.11531865,0.034402798,0.367291732,91.95439864,0.351275213,0.154665347,2.242925034,0.024901649,0.188692093
Tmem254c,34.20368201,0.396048858,0.158396147,2.849933265,0.00437284,0.161121807,34.20368201,0.253588735,0.161733651,1.972145398,0.048593011,0.240134438
Tmem255a,509.9465,0.430389681,0.147723702,2.890229275,0.003849609,0.151125901,509.9465,-0.386946212,0.144196633,-2.650456069,0.008038318,0.129840149
Tmem267,198.0665185,0.877342411,0.193850188,4.451256335,8.54E-06,0.004608911,198.0665185,-0.608378168,0.192436541,-3.018186338,0.002542925,0.089091379
Tmtc1,1106.276989,-0.260037297,0.091217149,-2.853492755,0.004324151,0.16016441,1106.276989,0.325919591,0.089046715,3.658351989,0.000253842,0.033414255
Tnc,93.52481251,-0.597484281,0.146619965,-4.009521596,6.08E-05,0.014452788,93.52481251,0.367581913,0.140596334,2.467493354,0.013606275,0.152924934
Tnfrsf19,1159.620778,-0.30789214,0.13158868,-2.304662092,0.021185506,0.30611595,1159.620778,0.410337645,0.128177003,3.144875517,0.001661575,0.075840874
