X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Unique_MInhibvsMCtrl
Atf3,21.96799492,-0.440600168,0.193862544,-2.295068746,0.021729185,0.18007497,Atf3
Mcub,60.15870586,-0.440308201,0.16464797,-2.721056176,0.00650737,0.121118546,Mcub
Pfkl,2972.493932,-0.438840346,0.173439918,-2.395785586,0.016584789,0.165881643,Pfkl
Pim2,437.8390751,-0.437557137,0.159212469,-2.645384606,0.008159811,0.129840149,Pim2
Cdipt,1534.399721,-0.437327023,0.142210569,-3.000045773,0.00269939,0.090860987,Cdipt
Rps6kl1,449.7609814,-0.437243819,0.145683128,-2.894488925,0.003797763,0.101689516,Rps6kl1
Gpr68,298.6170331,-0.436551993,0.146117867,-2.891565349,0.003833279,0.102010879,Gpr68
Parp1,1154.896025,-0.43649692,0.173874636,-2.361816556,0.018185639,0.169595974,Parp1
Ache,716.791638,-0.43635179,0.166992127,-2.52788645,0.011475146,0.145091307,Ache
Trim27,368.079375,-0.435691523,0.11892929,-3.641398995,0.000271161,0.034463098,Trim27
Grina,5265.940199,-0.435680017,0.148736889,-2.819610703,0.004808194,0.110244492,Grina
Lrfn2,251.5379723,-0.435245739,0.174022947,-2.382581885,0.017191708,0.167963785,Lrfn2
Samd3,7.756010544,-0.435154292,0.168089631,-2.413917247,0.015782046,NA,Samd3
Tent5a,104.4015691,-0.435066587,0.17363417,-2.555083266,0.01061624,0.14087779,Tent5a
Cacng5,148.6588243,-0.434859446,0.194471438,-2.200641177,0.027761436,0.196206545,Cacng5
Dpf1,538.7165308,-0.434371021,0.149391878,-2.857902015,0.004264521,0.105906526,Dpf1
Adra1d,811.8485161,-0.434190298,0.184027483,-2.205814708,0.027396976,0.195316063,Adra1d
Ica1,418.3800269,-0.433059143,0.173092385,-2.381935854,0.017221897,0.16806113,Ica1
Epha4,3879.852507,-0.432726894,0.178419014,-2.276644045,0.02280749,0.18324296,Epha4
Adrm1,808.4799855,-0.43198038,0.14145495,-2.980989362,0.002873188,0.093951699,Adrm1
Tmem179,1607.39628,-0.431930691,0.160757209,-2.59772341,0.009384405,0.135508604,Tmem179
Dnm1,15343.47173,-0.431535142,0.184699433,-2.171807883,0.029870157,0.201822054,Dnm1
Ywhah,12877.82286,-0.431325129,0.158879696,-2.62176796,0.008747497,0.132134963,Ywhah
Sez6l2,4250.649824,-0.430907323,0.172753742,-2.355738246,0.018485939,0.17061009,Sez6l2
Thsd4,527.1905063,-0.43036423,0.186909938,-2.143178065,0.032098803,0.207285437,Thsd4
Gab3,13.24417688,-0.430314991,0.195625337,-2.043280437,0.041024685,NA,Gab3
Acvr1,459.3705876,-0.43007172,0.140673858,-2.98404876,0.002844614,0.093804517,Acvr1
Herpud1,615.0349747,-0.42999463,0.134633381,-3.119834465,0.001809527,0.077778007,Herpud1
Ip6k2,1297.379505,-0.429888992,0.150116658,-2.801960981,0.005079302,0.111767379,Ip6k2
App,19649.85907,-0.429878226,0.170138176,-2.401980629,0.016306572,0.16477573,App
Spindoc,265.7132413,-0.429415426,0.120745637,-3.515145002,0.000439514,0.043453,Spindoc
Dlk2,272.1816268,-0.42904865,0.167422754,-2.486759301,0.012891259,0.150123085,Dlk2
Gpr19,175.1387269,-0.428762074,0.124016194,-3.486585573,0.000489229,0.045940769,Gpr19
Hinfp,255.6991597,-0.428415458,0.113821979,-3.780183338,0.000156713,0.025113245,Hinfp
Syt1,14358.44353,-0.427797558,0.178323633,-2.249064665,0.024508382,0.18867393,Syt1
Thumpd1,565.5158317,-0.427600692,0.174270464,-2.330117676,0.019799932,0.174041929,Thumpd1
Frzb,319.5019621,-0.426406465,0.166805788,-2.454831907,0.014095048,0.15548396,Frzb
Baiap2,2805.311799,-0.426102442,0.178142756,-2.221595187,0.026310675,0.192268572,Baiap2
Prep,319.8036722,-0.425158439,0.168033124,-2.413211614,0.015812636,0.163482251,Prep
Nell1,619.2623769,-0.42505454,0.174119964,-2.35054677,0.018745852,0.170782787,Nell1
Nsf,10792.14373,-0.424922067,0.184455583,-2.138555207,0.032471709,0.208151102,Nsf
Men1,731.9086168,-0.424105031,0.160011366,-2.559411989,0.01048494,0.139529961,Men1
Entpd6,768.9661476,-0.423715918,0.16323535,-2.533660575,0.011287801,0.144208016,Entpd6
Rerg,261.0276799,-0.4236597,0.181552511,-2.242315903,0.024940963,0.188692093,Rerg
Gm7832,20.05258551,-0.422746112,0.194857148,-2.131660653,0.033034754,0.208417523,Gm7832
CT033749.1,7.919870813,-0.422602202,0.192007902,-2.165775324,0.03032836,NA,CT033749.1
Orai1,136.7780662,-0.422149914,0.141064183,-2.960957382,0.003066844,0.095793384,Orai1
Sp9,117.8590712,-0.421956948,0.181501033,-2.362751779,0.018139815,0.169584838,Sp9
Gm5124,83.15372394,-0.421879095,0.19388116,-2.049612349,0.040402274,0.22469168,Gm5124
Exoc8,373.3803181,-0.421876229,0.153835821,-2.683898183,0.007276926,0.12656743,Exoc8
Gm13889,373.1089637,-0.4214209,0.170728194,-2.379201303,0.017350198,0.168077917,Gm13889
Rasl11a,122.1948399,-0.421220804,0.169837863,-2.49137607,0.012724935,0.149690461,Rasl11a
Klhl8,453.4692149,-0.421103382,0.11543481,-3.629425083,0.000284053,0.035489793,Klhl8
Utp4,396.3251297,-0.421098558,0.160391952,-2.563192829,0.010371443,0.13900562,Utp4
Gprasp1,4202.979796,-0.421003467,0.180007456,-2.213376143,0.026871724,0.193711238,Gprasp1
Igbp1b,7.554412815,-0.420636076,0.185742838,-2.143280415,0.032090589,NA,Igbp1b
Cnot4,337.8974604,-0.42020013,0.156448587,-2.602997166,0.009241272,0.135426356,Cnot4
Map2k1,4303.611451,-0.419567531,0.15771321,-2.573316774,0.010072897,0.138033152,Map2k1
4930408O17Rik,3.027395035,-0.419272585,0.161212623,-2.509180048,0.012101179,NA,4930408O17Rik
Ptk2b,9261.542248,-0.418722467,0.184844149,-2.083621588,0.037194602,0.217383964,Ptk2b
Hspa12a,2905.065946,-0.418033133,0.175681231,-2.247451743,0.024611171,0.18867393,Hspa12a
D130043K22Rik,361.8300584,-0.417562965,0.179232083,-2.227817697,0.025892674,0.191173408,D130043K22Rik
Gm8355,32.94097876,-0.417101229,0.186960961,-2.130946274,0.033093569,0.208417523,Gm8355
Ptx4,5.399749948,-0.417040039,0.169548789,-2.380286926,0.017299162,NA,Ptx4
Serpine1,9.322656733,-0.416966944,0.190976035,-2.135341162,0.032733153,NA,Serpine1
Gpr61,181.8084778,-0.416523292,0.162179551,-2.495906431,0.012563574,0.149014293,Gpr61
Nup62,339.4538135,-0.41635763,0.165379827,-2.437434684,0.014791886,0.158832322,Nup62
Gm47794,10.66653051,-0.416282012,0.195413867,-2.187020644,0.028741017,NA,Gm47794
Sirt6,185.1950289,-0.4160226,0.156990836,-2.554195695,0.010643342,0.141110422,Sirt6
Rprml,813.8387962,-0.415499854,0.169764269,-2.334678176,0.019560239,0.173134276,Rprml
Ets2,818.9827116,-0.415238717,0.175938408,-2.193041078,0.02830442,0.197942894,Ets2
2310061I04Rik,453.3375395,-0.41523007,0.159347472,-2.516485927,0.011853163,0.146146498,2310061I04Rik
Armc9,330.4005189,-0.414517814,0.142776057,-2.840271605,0.004507514,0.108623156,Armc9
C130030K03Rik,22.51133851,-0.41436389,0.188666041,-2.180941097,0.029187774,0.200397159,C130030K03Rik
Gm49376,10.12386103,-0.414117073,0.192606965,-2.210287091,0.027085244,NA,Gm49376
Caly,2349.473592,-0.414025883,0.148298333,-2.732636628,0.006282961,0.120192174,Caly
Neurod2,2077.474165,-0.413639817,0.171444035,-2.279599561,0.022631449,0.182679049,Neurod2
Larp6,530.9906446,-0.413528504,0.171055406,-2.318732305,0.020409556,0.176217639,Larp6
Gm17112,24.50850374,-0.413410951,0.190124845,-2.185479037,0.028853741,0.199271005,Gm17112
Zfp341,104.3474837,-0.413270025,0.188386563,-2.062361632,0.039173319,0.221871781,Zfp341
Nup133,354.1215175,-0.413107893,0.13885072,-2.895806795,0.003781852,0.101689516,Nup133
Dvl2,280.4950692,-0.413070199,0.142472321,-2.844957796,0.004441731,0.107717389,Dvl2
Glp1r,11.83897484,-0.413068398,0.18313608,-2.199625149,0.027833501,NA,Glp1r
Tut1,241.6851524,-0.412990165,0.168302931,-2.361553957,0.018198523,0.169595974,Tut1
Cebpa,354.7872156,-0.412625872,0.139481268,-2.891754034,0.003830977,0.102010879,Cebpa
Atp6v1b2,7276.857287,-0.412542435,0.157892866,-2.523221801,0.011628503,0.145091307,Atp6v1b2
Sh3bp5,1225.128788,-0.412379199,0.182729632,-2.104637262,0.035322895,0.213603547,Sh3bp5
Pnmal2,5426.604063,-0.411926204,0.183697477,-2.102943792,0.035470683,0.213710826,Pnmal2
Ccsap,680.792367,-0.411874591,0.182274869,-2.127313364,0.033394055,0.209155207,Ccsap
Bmp2,45.14458459,-0.411817109,0.171903868,-2.309737904,0.020902669,0.176827841,Bmp2
Ywhaz,11182.79321,-0.411703841,0.162936666,-2.419076736,0.015559957,0.162926457,Ywhaz
Irs4,8.797105724,-0.411483514,0.18418774,-2.242869922,0.024905204,NA,Irs4
Klhl21,308.2101598,-0.411193148,0.129064666,-3.116109135,0.001832544,0.07831073,Klhl21
Slc17a8,53.70507488,-0.411007169,0.171334048,-2.28652645,0.022223479,0.181821568,Slc17a8
Clstn1,13075.70721,-0.410059394,0.159033258,-2.470418573,0.013495504,0.152113313,Clstn1
Gpr85,460.4916092,-0.40997299,0.150649036,-2.672705473,0.007524228,0.127274443,Gpr85
Rasl10a,845.2380076,-0.409963351,0.143402468,-2.857912184,0.004264384,0.105906526,Rasl10a
Tmem115,442.8085333,-0.409880117,0.124625378,-3.220780064,0.001278422,0.06828905,Tmem115
Cacnb2,606.3674776,-0.40968193,0.16917499,-2.291049877,0.021960529,0.180814012,Cacnb2
Mrps2,337.0411023,-0.40952924,0.146818184,-2.729488583,0.006343265,0.120330868,Mrps2
Gtf2h4,167.6567681,-0.409486902,0.131459521,-3.083861032,0.00204333,0.082346478,Gtf2h4
Nkrf,320.5314384,-0.409310869,0.170452095,-2.318036414,0.020447342,0.176217639,Nkrf
Ap3b2,1711.950888,-0.409206918,0.160923516,-2.435668236,0.014864311,0.159262014,Ap3b2
Elp3,1047.947277,-0.408988113,0.147302085,-2.693432511,0.007072046,0.125120245,Elp3
Gm45875,3.631942402,-0.408846746,0.151507095,-2.643120147,0.008214588,NA,Gm45875
Gm49064,19.44558646,-0.408397295,0.190533454,-2.050323464,0.040332876,NA,Gm49064
4731419I09Rik,3.330756008,-0.408039103,0.163332934,-2.424629442,0.015324019,NA,4731419I09Rik
Rps10,33.31218459,-0.40787522,0.174866158,-2.355321471,0.018506688,0.17061009,Rps10
Zscan2,99.92193894,-0.407545817,0.149116245,-2.644921498,0.008170987,0.129840149,Zscan2
Unc5d,358.1803951,-0.407297208,0.157110204,-2.517027205,0.011834969,0.146146498,Unc5d
Gm21992,13.55534977,-0.407258586,0.195143114,-1.996475875,0.045882149,NA,Gm21992
Gm30085,8.257644659,-0.407128404,0.191769593,-2.126549217,0.033457556,NA,Gm30085
Ctdp1,233.8939766,-0.406919133,0.165454164,-2.376134977,0.017495062,0.168077917,Ctdp1
B4galt3,326.6894402,-0.406878357,0.14635835,-2.710698658,0.006714161,0.122055342,B4galt3
Dedd2,379.9216637,-0.406813038,0.128453303,-3.159227679,0.001581879,0.075298475,Dedd2
Ptprn,6517.689924,-0.406469868,0.149244404,-2.66924123,0.007602283,0.127945725,Ptprn
Wdr92,115.9800217,-0.406113386,0.136490862,-2.950097947,0.003176732,0.097369148,Wdr92
Gm37893,24.53779795,-0.405995819,0.185896778,-2.207675387,0.02726691,0.195245383,Gm37893
Fhl2,357.5084063,-0.405717243,0.163727862,-2.386217438,0.017022683,0.167645568,Fhl2
Crmp1,2621.332951,-0.405565114,0.179983178,-2.111995095,0.03468687,0.212390002,Crmp1
Tmem158,868.3173226,-0.405374026,0.136293257,-2.964520936,0.003031546,0.095138452,Tmem158
Cbx2,32.60010576,-0.405336756,0.191388255,-2.087821026,0.036813982,0.216726385,Cbx2
Sde2,324.8475948,-0.405197804,0.144005895,-2.765978822,0.005675222,0.115089131,Sde2
4930513N10Rik,13.99876671,-0.404348739,0.194556978,-2.018131137,0.043577606,NA,4930513N10Rik
Rnf185,377.933092,-0.403852993,0.145434505,-2.702692105,0.006878043,0.123511549,Rnf185
Nap1l2,1120.692909,-0.403779209,0.162958829,-2.384609216,0.017097272,0.16781963,Nap1l2
Pgap3,110.3096668,-0.403731621,0.153818711,-2.585136591,0.009734043,0.135770095,Pgap3
Sf3b4,543.417199,-0.403568686,0.1637371,-2.377324479,0.01743874,0.168077917,Sf3b4
Serpina3n,663.1737234,-0.403460462,0.177396997,-2.138123047,0.032506758,0.208151102,Serpina3n
Kctd7,205.7194112,-0.403443787,0.123184561,-3.264140053,0.001097969,0.063612997,Kctd7
Sqstm1,5918.485601,-0.403046349,0.138449453,-2.823948297,0.004743604,0.109787988,Sqstm1
Nop58,488.1854037,-0.402977574,0.132286248,-3.006272795,0.002644716,0.090199425,Nop58
Dennd5b,669.0005278,-0.402970359,0.14599121,-2.691634664,0.007110279,0.125541124,Dennd5b
Creld1,867.3876017,-0.402879759,0.155108048,-2.522361082,0.011656998,0.145091307,Creld1
Vsnl1,6513.704825,-0.402412885,0.156749077,-2.447943028,0.014367437,0.156324078,Vsnl1
Rsph3a,154.4971067,-0.402200103,0.163417978,-2.454426861,0.014110937,0.15548396,Rsph3a
Dnd1,15.93527138,-0.402100703,0.195430346,-2.060734185,0.039328406,NA,Dnd1
Gm45819,21.93678965,-0.402055544,0.192764945,-1.991211454,0.046457645,0.235450348,Gm45819
Gm43039,8.658264614,-0.401922883,0.190429058,-2.069011249,0.038545031,NA,Gm43039
Atp6v1g2,5959.488478,-0.401793757,0.141148053,-2.775652664,0.005509103,0.114395357,Atp6v1g2
Tmem39b,93.70953294,-0.401681951,0.171527571,-2.352084072,0.018668555,0.170698158,Tmem39b
Sh3bgrl3,1000.278738,-0.401616248,0.134255479,-2.92994755,0.003390192,0.098259475,Sh3bgrl3
Plpp7,235.0107068,-0.401560744,0.171616873,-2.24220782,0.024947944,0.188692093,Plpp7
Nop2,298.6682163,-0.401221298,0.164431898,-2.321302814,0.020270506,0.175745659,Nop2
Gad2,1604.276189,-0.401198252,0.174799941,-2.2179889,0.026555589,0.192791372,Gad2
Fastkd5,53.02180769,-0.401180342,0.17243346,-2.309266207,0.020928814,0.176827841,Fastkd5
Zkscan14,108.9276576,-0.400999458,0.137727763,-2.85399721,0.004317291,0.105906526,Zkscan14
Disp2,4336.810267,-0.400543202,0.174030157,-2.180814804,0.029197117,0.200397159,Disp2
Gpank1,113.4394942,-0.400288097,0.146113001,-2.743842721,0.006072462,0.118421049,Gpank1
Nptxr,11569.21748,-0.400241133,0.143429856,-2.724105782,0.006447585,0.12078367,Nptxr
Bex2,2498.914987,-0.400012847,0.133755042,-2.936042842,0.003324284,0.098259475,Bex2
Zdhhc12,73.25310953,-0.399314919,0.147213063,-2.657481321,0.007872695,0.128914717,Zdhhc12
Cbx4,464.1319239,-0.399236909,0.160714193,-2.371199841,0.017730442,0.168102829,Cbx4
Gabrq,13.39397054,-0.399190767,0.194604414,-2.021061493,0.0432734,NA,Gabrq
Tmem231,184.3044813,-0.399189667,0.160453084,-2.416215115,0.015682793,0.163312051,Tmem231
Gm3086,8.018473841,-0.399156736,0.191045759,-1.989622037,0.046632587,NA,Gm3086
Tpp2,556.6954565,-0.399152656,0.163567964,-2.321431057,0.020263591,0.175745659,Tpp2
Ccnf,43.87231731,-0.398582072,0.182281185,-2.123979635,0.033671847,0.210171056,Ccnf
Dph2,138.144221,-0.398533108,0.16332924,-2.341591247,0.019201732,0.171799208,Dph2
Tceal5,752.1517663,-0.398420264,0.177150983,-2.123205665,0.033736621,0.21030825,Tceal5
Gpr83,190.713633,-0.398387747,0.173048263,-2.167751312,0.030177613,0.202507305,Gpr83
Atl1,1340.202012,-0.398334792,0.169477032,-2.258156697,0.023935892,0.187108618,Atl1
Rilpl1,727.2742659,-0.398261152,0.142712015,-2.72062037,0.006515954,0.121118546,Rilpl1
Gm16618,7.435451339,-0.398249969,0.190567313,-2.066221925,0.03880753,NA,Gm16618
Gnl3l,2775.152767,-0.398199419,0.141995969,-2.736798072,0.006204036,0.119251767,Gnl3l
Dgkg,1607.460876,-0.398123613,0.1853341,-2.02351176,0.043020412,0.229764574,Dgkg
Gm6560,106.4845938,-0.397621513,0.169206823,-2.246783602,0.02465386,0.18867393,Gm6560
Lrfn4,561.5575427,-0.397403343,0.135022667,-2.907104031,0.003647919,0.099965174,Lrfn4
Kcnj3,1299.445582,-0.397379913,0.145530698,-2.644477137,0.008181723,0.129840149,Kcnj3
Iyd,49.55715239,-0.397331274,0.171006832,-2.401407826,0.016332123,0.164808001,Iyd
Nog,122.4157595,-0.39718663,0.174008911,-2.175322881,0.029605929,0.201150682,Nog
Zbed4,66.14699419,-0.396963148,0.14853988,-2.682115508,0.007315819,0.12656743,Zbed4
Hmox1,84.71613231,-0.396803504,0.153622196,-2.559765271,0.010474288,0.139529961,Hmox1
Enox1,388.3193303,-0.396610386,0.155611188,-2.454506967,0.014107793,0.15548396,Enox1
Zfp575,118.4711986,-0.396542667,0.170723003,-2.203773434,0.027540282,0.195940008,Zfp575
Pqlc2,125.7469017,-0.396532066,0.14216718,-2.777434939,0.005478981,0.114180948,Pqlc2
Supt7l,195.4507508,-0.396529754,0.150587665,-2.546533801,0.010879867,0.141948571,Supt7l
Fstl5,271.3277739,-0.396420434,0.164083633,-2.364851861,0.018037284,0.169308714,Fstl5
Kcnq5,878.189555,-0.395974658,0.171737424,-2.217140973,0.02661346,0.192996673,Kcnq5
Smad1,270.6552624,-0.395951623,0.121309753,-3.259406433,0.001116456,0.063612997,Smad1
Pemt,28.94246242,-0.395374746,0.181207537,-2.130491881,0.033131025,0.208417523,Pemt
Cnrip1,796.50035,-0.395147307,0.13741845,-2.833062658,0.004610435,0.109139987,Cnrip1
Slc25a22,3040.929798,-0.394992421,0.162321601,-2.335155407,0.019535304,0.173082321,Slc25a22
Nolc1,737.3050055,-0.394962635,0.181502224,-2.029554109,0.042401884,0.228307691,Nolc1
A330040F15Rik,37.28020547,-0.394587996,0.195061977,-2.04685529,0.040672295,0.225764927,A330040F15Rik
Hic2,42.16926799,-0.394322974,0.183032179,-2.171170453,0.02991829,0.201932981,Hic2
Zfp623,118.153731,-0.394171518,0.169285904,-2.274377603,0.022943293,0.183733279,Zfp623
Iqca,32.49319954,-0.394086856,0.195069005,-2.054526667,0.039924745,0.223601061,Iqca
Mad2l1bp,83.90783066,-0.393813927,0.155973102,-2.456814613,0.0140175,0.155150155,Mad2l1bp
Lyar,122.6806851,-0.393688181,0.155438529,-2.47705442,0.01324717,0.151280426,Lyar
Safb,1388.884621,-0.393342806,0.163377387,-2.30799867,0.02099921,0.177111762,Safb
Ndrg4,13825.07189,-0.392961487,0.175203776,-2.117385268,0.034227163,0.211296208,Ndrg4
Pcyox1l,281.9982682,-0.392836232,0.14880757,-2.562643352,0.010387869,0.13906393,Pcyox1l
Adprh,1173.560973,-0.392833127,0.137756947,-2.797188981,0.005154937,0.112461514,Adprh
Magee1,1825.75191,-0.39257808,0.169732726,-2.203060559,0.027590481,0.195940008,Magee1
Sesn2,240.8914232,-0.392076398,0.152490055,-2.471726672,0.013446228,0.152113313,Sesn2
Pcdhb13,95.39622356,-0.392003716,0.182474018,-2.007291965,0.044718584,0.231735004,Pcdhb13
Grin2a,2573.844878,-0.391757421,0.173837419,-2.084417425,0.037122214,0.217119662,Grin2a
Cdhr1,110.2117474,-0.391302713,0.172934045,-2.175257917,0.029610794,0.201150682,Cdhr1
Gm12059,20.33061476,-0.390553396,0.1904895,-2.038831639,0.041466834,0.227220147,Gm12059
Slc25a25,704.6495399,-0.390436482,0.140095403,-2.739900421,0.00614578,0.118846611,Slc25a25
Traf3ip1,184.4766053,-0.390287458,0.149824205,-2.577907164,0.00994007,0.137393829,Traf3ip1
Nob1,357.4184027,-0.390040205,0.147775642,-2.587903549,0.009656201,0.135626722,Nob1
Gm11637,13.58655114,-0.390037766,0.194209378,-2.146274343,0.031851097,NA,Gm11637
H2afx,424.9927566,-0.389351052,0.15458171,-2.461584095,0.013832497,0.153676465,H2afx
Ppp2r2a,1134.276056,-0.389324911,0.125688827,-3.052866866,0.002266665,0.085679519,Ppp2r2a
Met,56.92505945,-0.388919784,0.167834719,-2.380707359,0.017279433,0.168077917,Met
Zfp689,77.25991181,-0.38873612,0.163752194,-2.3161095,0.020552291,0.176471999,Zfp689
Prrt1,2218.925062,-0.388627176,0.179556382,-2.026841208,0.042678655,0.228887379,Prrt1
Scx,23.09017494,-0.388445774,0.190285623,-2.134366668,0.032812778,0.208151102,Scx
Rmnd5b,613.487974,-0.388403589,0.14381278,-2.609697335,0.009062236,0.134141112,Rmnd5b
Esf1,269.0769763,-0.388306316,0.169429284,-2.208971047,0.027176655,0.195021978,Esf1
Amer3,508.9518705,-0.388090046,0.173280845,-2.070654315,0.038391112,0.220634533,Amer3
Tubg1,458.0548081,-0.388081149,0.147656325,-2.57169173,0.010120296,0.138033152,Tubg1
Dctn2,2491.566173,-0.387413479,0.13080817,-2.902857521,0.003697748,0.100213056,Dctn2
Gm38910,37.84110542,-0.387370814,0.184824006,-1.978686834,0.047851276,0.238415466,Gm38910
Prkcsh,1061.619384,-0.387342715,0.127022056,-2.995728572,0.0027379,0.091530301,Prkcsh
Sf3b3,1001.383401,-0.387330088,0.166477393,-2.205511864,0.027418196,0.195372869,Sf3b3
Sema4f,653.9141109,-0.386971469,0.174599107,-2.085108366,0.037059465,0.216983893,Sema4f
Ctu1,132.0398295,-0.386967102,0.170082615,-2.227585154,0.025908192,0.191173408,Ctu1
Egr2,43.48255705,-0.386543971,0.168702779,-2.180132976,0.029247606,0.200556956,Egr2
Ccno,32.62036309,-0.38617092,0.178238492,-2.052251073,0.040145268,0.223935562,Ccno
Tspyl5,470.3206112,-0.386076306,0.177176264,-2.032305666,0.042122721,0.227811915,Tspyl5
Edrf1,332.6573529,-0.385867543,0.135441563,-2.797622987,0.005148016,0.112461514,Edrf1
Mcu,450.7415736,-0.385798901,0.17391137,-2.07290352,0.038181259,0.220189331,Mcu
Htr3a,161.8396541,-0.38453355,0.12773399,-2.984574878,0.002839727,0.093804517,Htr3a
Sstr2,112.1482473,-0.384516933,0.165334072,-2.230112508,0.025739975,0.190552555,Sstr2
Gm31305,31.4819408,-0.384425079,0.184001094,-2.059720266,0.039425291,0.222366995,Gm31305
Arxes1,196.3731868,-0.384387947,0.155765621,-2.40013548,0.016389005,0.164852085,Arxes1
Zfp553,278.7581535,-0.384156254,0.168938062,-2.195840879,0.028103335,0.197486874,Zfp553
Eid2,579.0007391,-0.384132977,0.16304617,-2.265721338,0.02346845,0.18542088,Eid2
Plcl2,686.0019405,-0.383990332,0.161219964,-2.288471983,0.02211005,0.181453081,Plcl2
Dhx57,414.5404408,-0.383879863,0.161976371,-2.279219213,0.022654038,0.182679049,Dhx57
Ttc26,143.6883177,-0.383459549,0.135358308,-2.811003898,0.004938719,0.110738851,Ttc26
Ppil4,477.4680763,-0.383309549,0.131725543,-2.844567782,0.004447172,0.107717389,Ppil4
Sln,16.18642686,-0.383160878,0.185494548,-2.066321208,0.03879816,NA,Sln
Rhof,449.6602193,-0.382744865,0.164178817,-2.250163367,0.024438577,0.188458261,Rhof
Nptx1,8974.235171,-0.382102934,0.162091486,-2.235079265,0.025412145,0.189763174,Nptx1
Zfp804a,250.7553643,-0.381452228,0.173077021,-2.10298731,0.035466879,0.213710826,Zfp804a
Sertm1,822.8022886,-0.381115837,0.165506069,-2.193481365,0.028272716,0.197942894,Sertm1
Ppan,201.2198998,-0.381000633,0.137263205,-2.722535041,0.006478316,0.121051732,Ppan
