"","Gene","G","Symbol","Name","Chr","Qualifier","Annotated.Term","Context","Proteoform","Evidence","Inferred.From","Reference.s."
"196","Rpl36a","MGI:1201789","Rpl36a","ribosomal protein L36A","X","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"197","Rpl36a","MGI:1201789","Rpl36a","ribosomal protein L36A","X","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"198","Rpl36a","MGI:1201789","Rpl36a","ribosomal protein L36A","X","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1306640 ","J:155856 "
"199","Rpl36a","MGI:1201789","Rpl36a","ribosomal protein L36A","X","","cytosolic large ribosomal subunit","",NA,"ISO","P83881 ","J:164563 "
"200","Rpl36a","MGI:1201789","Rpl36a","ribosomal protein L36A","X","","cytosolic ribosome","",NA,"ISO","P83881 ","J:164563 "
"201","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000197497 ","J:265628 "
"202","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"203","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"204","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621179 ","J:155856 "
"205","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic large ribosomal subunit","",NA,"ISO","P26373 ","J:164563 "
"206","Rpl13","MGI:105922","Rpl13","ribosomal protein L13","8","","cytosolic ribosome","",NA,"ISO","P26373 ","J:164563 "
"207","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000082479 ","J:265628 "
"208","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"209","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"210","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic large ribosomal subunit","",NA,"ISO","P83731 ","J:164563 "
"211","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic large ribosomal subunit","",NA,"ISO","P83732 ","J:73065 "
"212","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic ribosome","",NA,"ISO","RGD:621191 ","J:155856 "
"213","Rpl24","MGI:1915443","Rpl24","ribosomal protein L24","16","","cytosolic ribosome","",NA,"ISO","P83731 ","J:164563 "
"214","Rplp2","MGI:1914436","Rplp2","ribosomal protein, large P2","7","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"215","Rplp2","MGI:1914436","Rplp2","ribosomal protein, large P2","7","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621775 ","J:155856 "
"216","Rplp2","MGI:1914436","Rplp2","ribosomal protein, large P2","7","","cytosolic large ribosomal subunit","",NA,"ISO","P05387 ","J:164563 "
"217","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic ribosome","",NA,"ISO","P62266 ","J:164563 "
"218","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000183001 ","J:265628 "
"219","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"220","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621039 ","J:155856 "
"221","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic small ribosomal subunit","",NA,"ISO","P62266 ","J:164563 "
"222","Rps23","MGI:1913725","Rps23","ribosomal protein S23","13","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"223","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:62024 ","J:155856 "
"224","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic ribosome","",NA,"ISO","P25398 ","J:164563 "
"225","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000217533 ","J:265628 "
"226","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:62024 ","J:155856 "
"227","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic small ribosomal subunit","",NA,"ISO","P25398 ","J:164563 "
"228","Rps12","MGI:98105","Rps12","ribosomal protein S12","10","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"229","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000463054 ","J:265628 "
"230","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"231","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"232","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:3593 ","J:155856 "
"233","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic large ribosomal subunit","",NA,"ISO","P62891 ","J:164563 "
"234","Rpl39","MGI:1914498","Rpl39","ribosomal protein L39","X","","cytosolic ribosome","",NA,"ISO","P62891 ","J:164563 "
"235","Rps15a","MGI:2389091","Rps15a","ribosomal protein S15A","7","","cytosolic ribosome","",NA,"ISO","P62244 ","J:164563 "
"236","Rps15a","MGI:2389091","Rps15a","ribosomal protein S15A","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000204723 ","J:265628 "
"237","Rps15a","MGI:2389091","Rps15a","ribosomal protein S15A","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"238","Rps15a","MGI:2389091","Rps15a","ribosomal protein S15A","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:619939 ","J:155856 "
"239","Rps15a","MGI:2389091","Rps15a","ribosomal protein S15A","7","","cytosolic small ribosomal subunit","",NA,"ISO","P62244 ","J:164563 "
"240","Rps15a","MGI:2389091","Rps15a","ribosomal protein S15A","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"241","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000154874 ","J:265628 "
"242","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"243","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"244","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621201 ","J:155856 "
"245","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic large ribosomal subunit","",NA,"ISO","P62888 ","J:164563 "
"246","Rpl30","MGI:98037","Rpl30","ribosomal protein L30","15","","cytosolic ribosome","",NA,"ISO","P62888 ","J:164563 "
"247","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic ribosome","",NA,"ISO","P15880 ","J:164563 "
"248","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000346706 ","J:265628 "
"249","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"250","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:619887 ","J:155856 "
"251","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic small ribosomal subunit","",NA,"ISO","P15880 ","J:164563 "
"252","Rps2","MGI:105110","Rps2","ribosomal protein S2","17","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"253","Rps20","MGI:1914677","Rps20","ribosomal protein S20","4","","cytosolic ribosome","",NA,"ISO","P60866 ","J:164563 "
"254","Rps20","MGI:1914677","Rps20","ribosomal protein S20","4","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000193513 ","J:265628 "
"255","Rps20","MGI:1914677","Rps20","ribosomal protein S20","4","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"256","Rps20","MGI:1914677","Rps20","ribosomal protein S20","4","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621037 ","J:155856 "
"257","Rps20","MGI:1914677","Rps20","ribosomal protein S20","4","","cytosolic small ribosomal subunit","",NA,"ISO","P60866 ","J:164563 "
"258","Rps20","MGI:1914677","Rps20","ribosomal protein S20","4","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"259","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000076315 ","J:265628 "
"260","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"261","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"262","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:619826 ","J:155856 "
"263","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic large ribosomal subunit","",NA,"ISO","Q02878 ","J:164563 "
"264","Rpl6","MGI:108057","Rpl6","ribosomal protein L6","5","","cytosolic ribosome","",NA,"ISO","Q02878 ","J:164563 "
"265","Ddx3x","MGI:103064","Ddx3x","DEAD box helicase 3, X-linked","X","colocalizes_with","cytosolic small ribosomal subunit","",NA,"ISO","O00571 ","J:164563 "
"266","Rps3a1","MGI:1202063","Rps3a1","ribosomal protein S3A1","3","","cytosolic ribosome","",NA,"ISO","P61247 ","J:164563 "
"267","Rps3a1","MGI:1202063","Rps3a1","ribosomal protein S3A1","3","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"268","Rps3a1","MGI:1202063","Rps3a1","ribosomal protein S3A1","3","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:62078 ","J:155856 "
"269","Rps3a1","MGI:1202063","Rps3a1","ribosomal protein S3A1","3","","cytosolic small ribosomal subunit","",NA,"ISO","P61247 ","J:164563 "
"270","Rps3a1","MGI:1202063","Rps3a1","ribosomal protein S3A1","3","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"271","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic ribosome","",NA,"ISO","P62081 ","J:164563 "
"272","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000138848 ","J:265628 "
"273","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"274","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:61907 ","J:155856 "
"275","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic small ribosomal subunit","",NA,"ISO","P62081 ","J:164563 "
"276","Rps7","MGI:1333818","Rps7","ribosomal protein S7","12","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"277","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic ribosome","",NA,"ISO","P23396 ","J:164563 "
"278","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000205057 ","J:265628 "
"279","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"280","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:619888 ","J:155856 "
"281","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"ISO","P23396 ","J:164563 "
"282","Rps3","MGI:1350917","Rps3","ribosomal protein S3","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"283","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000052145 ","J:265628 "
"284","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"285","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"286","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621192 ","J:155856 "
"287","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic large ribosomal subunit","",NA,"ISO","P61353 ","J:164563 "
"288","Rpl27","MGI:98036","Rpl27","ribosomal protein L27","11","","cytosolic ribosome","",NA,"ISO","P61353 ","J:164563 "
"289","Rpl36al","MGI:1913733","Rpl36al","ribosomal protein L36A-like","12","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1306640 ","J:155856 "
"290","Rpl36al","MGI:1913733","Rpl36al","ribosomal protein L36A-like","12","","cytosolic large ribosomal subunit","",NA,"ISO","P83881 ","J:164563 "
"291","Rpl36al","MGI:1913733","Rpl36al","ribosomal protein L36A-like","12","","cytosolic ribosome","",NA,"ISO","P83881 ","J:164563 "
"292","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic ribosome","",NA,"ISO","P46781 ","J:164563 "
"293","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000216553 ","J:265628 "
"294","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"295","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:619889 ","J:155856 "
"296","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic small ribosomal subunit","",NA,"ISO","P46781 ","J:164563 "
"297","Rps9","MGI:1924096","Rps9","ribosomal protein S9","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"298","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic ribosome","",NA,"ISO","P62277 ","J:164563 "
"299","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000223267 ","J:265628 "
"300","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"301","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621027 ","J:155856 "
"302","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"ISO","P62277 ","J:164563 "
"303","Rps13","MGI:1915302","Rps13","ribosomal protein S13","7","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"304","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000859219 ","J:265628 "
"305","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"306","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"307","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621182 ","J:155856 "
"308","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic large ribosomal subunit","",NA,"ISO","Q07020 ","J:164563 "
"309","Rpl18","MGI:98003","Rpl18","ribosomal protein L18","7","","cytosolic ribosome","",NA,"ISO","Q07020 ","J:164563 "
"310","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000057380 ","J:265628 "
"311","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"312","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"313","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621193 ","J:155856 "
"314","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic large ribosomal subunit","",NA,"ISO","P46779 ","J:164563 "
"315","Rpl28","MGI:101839","Rpl28","ribosomal protein L28","7","","cytosolic ribosome","",NA,"ISO","P46779 ","J:164563 "
"316","Rpl8","MGI:1350927","Rpl8","ribosomal protein L8","15","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000343558 ","J:265628 "
"317","Rpl8","MGI:1350927","Rpl8","ribosomal protein L8","15","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"318","Rpl8","MGI:1350927","Rpl8","ribosomal protein L8","15","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"319","Rpl8","MGI:1350927","Rpl8","ribosomal protein L8","15","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:619827 ","J:155856 "
"320","Rpl8","MGI:1350927","Rpl8","ribosomal protein L8","15","","cytosolic large ribosomal subunit","",NA,"ISO","P62917 ","J:164563 "
"321","Rpl8","MGI:1350927","Rpl8","ribosomal protein L8","15","","cytosolic ribosome","",NA,"ISO","P62917 ","J:164563 "
"322","Rpl7a","MGI:1353472","Rpl7a","ribosomal protein L7A","2","","cytosolic large ribosomal subunit","",NA,"IBA","PTN004606439 ","J:265628 "
"323","Rpl7a","MGI:1353472","Rpl7a","ribosomal protein L7A","2","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"324","Rpl7a","MGI:1353472","Rpl7a","ribosomal protein L7A","2","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"325","Rpl7a","MGI:1353472","Rpl7a","ribosomal protein L7A","2","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1307586 ","J:155856 "
"326","Rpl7a","MGI:1353472","Rpl7a","ribosomal protein L7A","2","","cytosolic large ribosomal subunit","",NA,"ISO","P62424 ","J:164563 "
"327","Rpl7a","MGI:1353472","Rpl7a","ribosomal protein L7A","2","","cytosolic ribosome","",NA,"ISO","P62424 ","J:164563 "
"328","Rps18","MGI:98146","Rps18","ribosomal protein S18","17","","cytosolic ribosome","",NA,"ISO","P62269 ","J:164563 "
"329","Rps18","MGI:98146","Rps18","ribosomal protein S18","17","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"330","Rps18","MGI:98146","Rps18","ribosomal protein S18","17","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:3595 ","J:155856 "
"331","Rps18","MGI:98146","Rps18","ribosomal protein S18","17","","cytosolic small ribosomal subunit","",NA,"ISO","P62269 ","J:164563 "
"332","Rps18","MGI:98146","Rps18","ribosomal protein S18","17","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"333","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000146039 ","J:265628 "
"334","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"335","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"336","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:735105 ","J:155856 "
"337","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic large ribosomal subunit","",NA,"ISO","P39023 ","J:164563 "
"338","Rpl3","MGI:1351605","Rpl3","ribosomal protein L3","15","","cytosolic ribosome","",NA,"ISO","P39023 ","J:164563 "
"339","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000006274 ","J:265628 "
"340","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"341","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"342","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:1302976 ","J:155856 "
"343","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic large ribosomal subunit","",NA,"ISO","Q02543 ","J:164563 "
"344","Rpl18a","MGI:1924058","Rpl18a","ribosomal protein L18A","8","","cytosolic ribosome","",NA,"ISO","Q02543 ","J:164563 "
"345","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic ribosome","",NA,"ISO","P62851 ","J:164563 "
"346","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000982949 ","J:265628 "
"347","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"348","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:621043 ","J:155856 "
"349","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic small ribosomal subunit","",NA,"ISO","P62851 ","J:164563 "
"350","Rps25","MGI:1922867","Rps25","ribosomal protein S25","9","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"351","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000874665 ","J:265628 "
"352","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"353","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"354","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621180 ","J:155856 "
"355","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic large ribosomal subunit","",NA,"ISO","P50914 ","J:164563 "
"356","Rpl14","MGI:1914365","Rpl14","ribosomal protein L14","9","","cytosolic ribosome","",NA,"ISO","P50914 ","J:164563 "
"357","Rpsa","MGI:105381","Rpsa","ribosomal protein SA","9","","cytosolic ribosome","",NA,"ISO","P08865 ","J:164563 "
"358","Rpsa","MGI:105381","Rpsa","ribosomal protein SA","9","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000160708 ","J:265628 "
"359","Rpsa","MGI:105381","Rpsa","ribosomal protein SA","9","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"360","Rpsa","MGI:105381","Rpsa","ribosomal protein SA","9","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:71026 ","J:155856 "
"361","Rpsa","MGI:105381","Rpsa","ribosomal protein SA","9","","cytosolic small ribosomal subunit","",NA,"ISO","P08865 ","J:164563 "
"362","Rpsa","MGI:105381","Rpsa","ribosomal protein SA","9","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"363","Rpl10a","MGI:1343877","Rpl10a","ribosomal protein L10A","17","","cytosolic large ribosomal subunit","",NA,"IBA","PTN004606439 ","J:265628 "
"364","Rpl10a","MGI:1343877","Rpl10a","ribosomal protein L10A","17","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"365","Rpl10a","MGI:1343877","Rpl10a","ribosomal protein L10A","17","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:620497 ","J:155856 "
"366","Rpl10a","MGI:1343877","Rpl10a","ribosomal protein L10A","17","","cytosolic large ribosomal subunit","",NA,"ISO","P62906 ","J:164563 "
"367","Rpl10a","MGI:1343877","Rpl10a","ribosomal protein L10A","17","","cytosolic ribosome","",NA,"ISO","P62906 ","J:164563 "
"368","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000217960 ","J:265628 "
"369","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"370","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"371","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:621181 ","J:155856 "
"372","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic large ribosomal subunit","",NA,"ISO","P61313 ","J:164563 "
"373","Rpl15","MGI:1913730","Rpl15","ribosomal protein L15","14","","cytosolic ribosome","",NA,"ISO","P61313 ","J:164563 "
"374","Rps6","MGI:98159","Rps6","ribosomal protein S6","4","","cytosolic ribosome","",NA,"ISO","P62753 ","J:164563 "
"375","Rps6","MGI:98159","Rps6","ribosomal protein S6","4","","cytosolic small ribosomal subunit","is a part of testis",NA,"IDA","","J:197929 "
"376","Rps6","MGI:98159","Rps6","ribosomal protein S6","4","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"377","Rps6","MGI:98159","Rps6","ribosomal protein S6","4","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:3602 ","J:155856 "
"378","Rps6","MGI:98159","Rps6","ribosomal protein S6","4","","cytosolic small ribosomal subunit","",NA,"ISO","P62753 ","J:164563 "
"379","Rps6","MGI:98159","Rps6","ribosomal protein S6","4","","cytosolic small ribosomal subunit","",NA,"NAS","","J:314083 "
"380","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"IBA","PTN000306390 ","J:265628 "
"381","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"IDA","","J:333015 "
"382","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"IPI","","J:314083 "
"383","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"ISO","RGD:62069 ","J:155856 "
"384","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic large ribosomal subunit","",NA,"ISO","P47914 ","J:164563 "
"385","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic ribosome","",NA,"IDA","","J:117229 "
"386","Rpl29","MGI:99687","Rpl29","ribosomal protein L29","9","","cytosolic ribosome","",NA,"ISO","P47914 ","J:164563 "
"387","Rps15","MGI:98117","Rps15","ribosomal protein S15","10","","cytosolic ribosome","",NA,"ISO","P62841 ","J:164563 "
"388","Rps15","MGI:98117","Rps15","ribosomal protein S15","10","","cytosolic small ribosomal subunit","",NA,"IBA","PTN000222938 ","J:265628 "
"389","Rps15","MGI:98117","Rps15","ribosomal protein S15","10","","cytosolic small ribosomal subunit","",NA,"IDA","","J:333015 "
"390","Rps15","MGI:98117","Rps15","ribosomal protein S15","10","","cytosolic small ribosomal subunit","",NA,"ISO","RGD:62026 ","J:155856 "
"391","Rps15","MGI:98117","Rps15","ribosomal protein S15","10","","cytosolic small ribosomal subunit","",NA,"ISO","P62841 ","J:164563 "
